frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,581,679,1531,341,401,0.0409,FAKE
0,580,372,464,383,632,0.397,REAL
1,581,664,1502,344,422,0.0416,FAKE
1,580,371,474,382,623,0.4083,REAL
2,581,641,1464,341,443,0.0377,FAKE
2,580,373,479,380,615,0.4045,REAL
3,581,629,1438,333,459,0.0505,FAKE
3,580,371,478,381,615,0.3793,REAL
4,581,616,1409,326,473,0.0411,FAKE
4,580,374,487,379,605,0.4019,REAL
5,581,607,1373,319,477,0.0429,FAKE
5,580,376,491,379,597,0.4197,REAL
6,581,603,1353,313,475,0.0474,FAKE
6,580,378,491,378,593,0.4509,REAL
7,581,598,1328,311,479,0.0405,FAKE
7,580,380,487,377,584,0.4327,REAL
8,581,587,1298,304,474,0.0506,FAKE
8,580,381,485,378,581,0.4482,REAL
9,581,582,1279,298,467,0.0525,FAKE
9,580,380,483,379,578,0.4568,REAL
10,581,577,1263,296,462,0.0754,FAKE
10,580,378,479,380,577,0.4549,REAL
11,581,570,1253,294,459,0.073,FAKE
11,580,376,477,381,574,0.4615,REAL
12,581,568,1230,287,454,0.0533,FAKE
12,580,370,472,388,567,0.4483,REAL
13,581,567,1221,282,450,0.0736,FAKE
13,580,367,470,390,566,0.4588,REAL
14,581,559,1216,278,447,0.0926,FAKE
14,580,364,466,392,567,0.4559,REAL
15,581,558,1214,275,444,0.0849,FAKE
15,580,366,443,389,572,0.4484,REAL
16,581,558,1211,274,443,0.1,FAKE
16,580,369,434,386,576,0.4524,REAL
17,581,569,1214,273,444,0.0989,FAKE
17,580,369,430,385,579,0.4485,REAL
18,581,574,1210,273,447,0.0826,FAKE
18,580,371,427,383,580,0.4488,REAL
19,581,576,1202,273,450,0.0878,FAKE
19,580,373,425,382,579,0.4555,REAL
20,581,577,1193,271,449,0.0966,FAKE
20,580,374,424,380,581,0.4575,REAL
21,581,579,1188,268,447,0.105,FAKE
21,580,376,424,378,582,0.4604,REAL
22,581,580,1186,265,446,0.0965,FAKE
22,580,378,424,378,582,0.4614,REAL
23,581,580,1172,262,442,0.0781,FAKE
23,580,379,425,376,582,0.4598,REAL
24,581,572,1168,259,433,0.0657,FAKE
24,580,380,426,376,582,0.4498,REAL
25,581,570,1170,257,427,0.0781,FAKE
25,580,380,427,374,580,0.4629,REAL
26,581,570,1168,255,425,0.0639,FAKE
