frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,572,442,362,161,228,0.8617,REAL
1,572,442,359,163,232,0.8698,REAL
2,572,441,360,165,233,0.8562,REAL
3,572,439,362,166,234,0.8564,REAL
4,572,439,365,167,234,0.8467,REAL
5,572,436,368,170,234,0.8241,REAL
6,572,428,370,172,236,0.8258,REAL
7,572,425,374,172,236,0.8355,REAL
8,572,421,380,173,240,0.8486,REAL
9,572,419,388,174,244,0.8547,REAL
10,572,418,394,174,246,0.8566,REAL
11,572,418,400,175,246,0.8533,REAL
12,572,416,407,177,245,0.8491,REAL
13,572,415,411,177,243,0.8359,REAL
14,572,416,420,175,245,0.8383,REAL
15,572,418,430,175,247,0.8438,REAL
16,572,419,441,176,247,0.8075,REAL
17,572,421,449,176,247,0.788,REAL
18,572,421,465,177,250,0.7872,REAL
19,572,420,482,179,249,0.7268,REAL
20,572,419,501,178,252,0.716,REAL
21,572,418,517,179,254,0.7663,REAL
22,572,418,528,180,255,0.7889,REAL
23,572,417,545,181,259,0.7989,REAL
24,572,416,559,181,256,0.7827,REAL
25,572,415,570,182,255,0.7574,REAL
26,572,414,576,182,253,0.7643,REAL
27,572,411,586,182,257,0.7972,REAL
28,572,407,588,184,260,0.8142,REAL
29,572,401,579,185,260,0.7955,REAL
30,572,393,575,186,260,0.7579,REAL
31,572,385,569,187,261,0.7664,REAL
32,572,380,558,187,266,0.7593,REAL
33,572,373,548,190,268,0.7664,REAL
34,572,369,532,191,266,0.7639,REAL
35,572,367,521,191,267,0.7485,REAL
36,572,364,512,191,266,0.779,REAL
37,572,362,503,194,264,0.7778,REAL
38,572,361,490,195,262,0.7926,REAL
39,572,361,478,194,262,0.791,REAL
40,572,362,470,192,263,0.7534,REAL
41,572,365,460,192,263,0.7523,REAL
42,572,369,447,190,263,0.7559,REAL
43,572,374,440,189,264,0.7573,REAL
44,572,380,435,187,263,0.7658,REAL
45,572,388,429,185,261,0.782,REAL
46,572,392,424,184,261,0.7899,REAL
47,572,395,420,183,259,0.7933,REAL
48,572,396,417,181,257,0.787,REAL
49,572,400,416,179,255,0.7829,REAL
50,572,408,410,179,250,0.7535,REAL
51,572,413,408,177,247,0.7494,REAL
52,572,418,409,177,244,0.7599,REAL
53,572,422,410,176,239,0.7363,REAL
54,572,424,411,175,237,0.7551,REAL
55,572,430,410,174,235,0.7205,REAL
56,572,427,409,174,233,0.7266,REAL
57,572,432,405,174,233,0.7218,REAL
58,572,435,402,173,233,0.7213,REAL
59,572,436,398,171,234,0.7675,REAL
60,572,437,393,170,236,0.7881,REAL
61,572,437,388,170,237,0.7776,REAL
62,572,436,378,172,234,0.748,REAL
63,572,437,370,172,234,0.7633,REAL
64,572,437,364,171,234,0.772,REAL
65,572,437,358,171,235,0.8056,REAL
66,572,436,349,172,236,0.8117,REAL
67,572,436,337,172,232,0.7944,REAL
68,572,437,330,172,230,0.788,REAL
69,572,440,324,170,230,0.7992,REAL
70,572,442,320,169,229,0.8297,REAL
71,572,444,314,167,225,0.7984,REAL
72,572,450,309,167,223,0.8082,REAL
73,572,460,300,165,221,0.8106,REAL
74,572,469,295,163,220,0.7846,REAL
75,572,478,294,159,218,0.7854,REAL
76,572,487,294,157,215,0.7816,REAL
77,572,498,298,154,210,0.6862,REAL
78,572,514,309,151,205,0.7221,REAL
79,572,527,318,151,201,0.6995,REAL
80,572,543,326,148,197,0.614,REAL
81,572,557,335,146,194,0.5838,REAL
82,572,567,340,145,191,0.6106,REAL
83,572,575,343,142,184,0.6013,REAL
84,572,582,344,139,179,0.6212,REAL
85,572,586,342,137,177,0.6414,REAL
86,572,587,339,134,175,0.6139,REAL
87,572,588,339,133,174,0.6111,REAL
88,572,587,338,132,172,0.5927,REAL
89,572,583,334,135,176,0.596,REAL
90,572,578,334,136,180,0.5506,REAL
91,572,575,334,137,182,0.5681,REAL
92,572,573,333,139,184,0.6162,REAL
93,572,574,331,140,186,0.7287,REAL
94,572,576,331,140,186,0.7415,REAL
95,572,579,331,140,185,0.7221,REAL
96,572,580,331,140,186,0.5893,REAL
97,572,581,332,141,187,0.5866,REAL
98,572,582,333,141,188,0.5672,REAL
99,572,582,333,141,188,0.5997,REAL
100,572,583,334,140,189,0.7446,REAL
101,572,585,333,139,188,0.7108,REAL
102,572,589,334,139,187,0.7254,REAL
103,572,597,335,140,184,0.6561,REAL
104,572,605,335,143,181,0.6074,REAL
105,572,615,334,144,183,0.6315,REAL
106,572,626,333,144,184,0.6091,REAL
107,572,636,332,143,186,0.5864,REAL
108,572,646,332,143,187,0.5282,REAL
109,572,655,334,141,188,0.4963,REAL
110,572,662,337,140,187,0.4518,REAL
111,572,671,346,140,179,0.4599,REAL
112,572,676,354,140,173,0.5026,REAL
113,572,679,360,140,169,0.491,REAL
114,572,682,363,140,172,0.5425,REAL
115,572,683,370,141,173,0.5611,REAL
116,572,681,377,142,175,0.6106,REAL
117,572,678,387,142,177,0.6128,REAL
118,572,675,397,141,179,0.6307,REAL
119,572,667,411,141,182,0.6616,REAL
120,572,660,423,140,186,0.6133,REAL
121,572,652,435,141,187,0.5995,REAL
122,572,641,450,144,190,0.6227,REAL
123,572,625,464,146,193,0.6257,REAL
124,572,608,483,149,192,0.6372,REAL
125,572,590,499,149,197,0.6361,REAL
126,572,576,513,149,201,0.6834,REAL
127,572,562,532,150,206,0.6553,REAL
128,572,548,550,152,209,0.6641,REAL
129,572,532,578,155,211,0.6905,REAL
130,572,514,601,152,213,0.648,REAL
131,572,506,622,152,217,0.7181,REAL
132,572,497,644,152,220,0.7191,REAL
133,572,488,664,155,221,0.7722,REAL
134,572,481,682,156,224,0.8347,REAL
135,572,474,698,158,229,0.8458,REAL
136,572,465,710,162,230,0.8508,REAL
137,572,455,724,165,236,0.8243,REAL
138,572,447,738,166,238,0.7901,REAL
