frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,28,321,715,442,662,0.3932,REAL
1,28,321,710,442,669,0.398,REAL
2,28,321,708,441,671,0.4013,REAL
3,28,322,707,441,673,0.4063,REAL
4,28,322,678,442,683,0.402,REAL
5,28,321,667,442,688,0.4054,REAL
6,28,320,664,441,691,0.4036,REAL
7,28,321,663,440,692,0.3988,REAL
8,28,323,662,440,696,0.3922,REAL
9,28,327,662,440,698,0.3842,REAL
10,28,332,665,441,696,0.3739,REAL
11,28,335,666,441,691,0.3706,REAL
12,28,339,669,441,687,0.3618,REAL
13,28,342,670,441,684,0.3664,REAL
14,28,344,672,440,682,0.3657,REAL
15,28,346,673,439,680,0.3677,REAL
16,28,347,674,439,681,0.3666,REAL
17,28,346,674,440,681,0.3668,REAL
18,28,344,673,440,681,0.3728,REAL
19,28,340,672,442,683,0.3763,REAL
20,28,338,669,442,686,0.3851,REAL
21,28,336,667,441,689,0.3954,REAL
22,28,334,664,440,693,0.3994,REAL
23,28,333,661,439,694,0.4004,REAL
24,28,332,658,439,693,0.4043,REAL
25,28,331,658,438,693,0.4049,REAL
26,28,330,657,437,697,0.3981,REAL
27,28,329,655,437,699,0.4049,REAL
28,28,329,655,437,701,0.4033,REAL
29,28,329,656,437,702,0.3987,REAL
30,28,329,656,437,703,0.396,REAL
31,28,330,657,438,702,0.3907,REAL
32,28,331,656,439,701,0.39,REAL
33,28,330,656,440,703,0.3927,REAL
34,28,329,655,440,705,0.3942,REAL
35,28,328,654,438,710,0.4007,REAL
36,28,327,653,434,713,0.3954,REAL
37,30,825,811,132,204,0.0096,FAKE
37,28,327,651,428,717,0.3867,REAL
38,30,811,815,133,204,0.0133,FAKE
38,28,325,648,422,722,0.3839,REAL
39,30,797,817,135,204,0.0179,FAKE
39,28,324,647,417,727,0.3838,REAL
40,30,789,816,135,204,0.0135,FAKE
40,28,323,645,414,729,0.384,REAL
41,30,783,817,136,204,0.0224,FAKE
41,28,323,643,412,733,0.3833,REAL
42,30,780,816,137,205,0.014,FAKE
42,28,324,641,410,738,0.3816,REAL
43,30,781,817,138,204,0.0147,FAKE
43,28,324,640,410,741,0.3794,REAL
44,30,786,820,138,206,0.0197,FAKE
44,28,325,639,410,744,0.3783,REAL
45,30,789,822,138,210,0.0164,FAKE
45,28,324,637,410,747,0.3803,REAL
46,30,787,825,139,211,0.0122,FAKE
46,28,325,637,411,749,0.3802,REAL
47,30,784,828,139,212,0.0092,FAKE
47,28,325,636,411,751,0.3823,REAL
48,30,782,833,138,214,0.0075,FAKE
48,28,325,636,410,752,0.3827,REAL
49,30,780,840,139,215,0.0086,FAKE
49,28,326,637,409,752,0.3819,REAL
50,30,783,854,138,214,0.0118,FAKE
50,28,327,636,410,753,0.3871,REAL
51,30,790,863,137,213,0.0091,FAKE
51,28,329,635,410,755,0.3888,REAL
52,30,803,874,136,213,0.0062,FAKE
52,28,331,634,412,756,0.3966,REAL
53,30,819,891,136,210,0.0086,FAKE
53,28,334,633,415,754,0.4045,REAL
54,30,839,901,135,211,0.0076,FAKE
54,28,336,634,421,751,0.4039,REAL
55,30,855,910,135,212,0.0053,FAKE
55,28,337,635,426,748,0.4049,REAL
56,30,866,918,135,212,0.0082,FAKE
56,28,338,637,431,745,0.4071,REAL
57,30,873,923,136,211,0.0024,FAKE
57,28,338,639,435,743,0.4018,REAL
58,30,877,934,135,210,0.0006,FAKE
58,28,339,641,439,741,0.4032,REAL
59,30,878,939,136,209,0.0,FAKE
59,28,340,640,441,741,0.4071,REAL
60,30,877,942,137,209,0.0002,FAKE
60,28,340,640,442,741,0.4057,REAL
61,30,878,943,138,210,0.0004,FAKE
