frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,574,240,602,496,618,0.158,FAKE
1,574,263,607,482,612,0.1469,FAKE
2,574,267,607,478,611,0.1481,FAKE
3,574,268,607,478,613,0.1421,FAKE
4,574,269,606,478,613,0.1434,FAKE
5,574,269,604,479,615,0.1433,FAKE
6,574,271,602,481,615,0.1456,FAKE
7,574,271,602,483,615,0.1487,FAKE
8,574,272,601,484,617,0.1445,FAKE
9,574,273,600,485,617,0.1412,FAKE
10,574,272,598,487,618,0.1419,FAKE
11,574,269,597,488,619,0.1375,FAKE
12,574,266,596,490,617,0.1355,FAKE
13,574,262,597,491,615,0.1243,FAKE
14,574,247,597,495,612,0.1153,FAKE
15,574,238,597,499,610,0.1103,FAKE
16,574,233,595,502,609,0.1086,FAKE
17,574,230,595,502,607,0.1064,FAKE
18,574,228,594,502,607,0.1049,FAKE
19,574,229,571,500,614,0.1276,FAKE
20,574,229,561,498,618,0.1327,FAKE
21,574,228,557,498,620,0.1313,FAKE
22,574,227,554,496,622,0.131,FAKE
23,574,226,552,496,623,0.1312,FAKE
24,574,225,550,496,624,0.1298,FAKE
25,574,223,550,496,624,0.1285,FAKE
26,574,221,547,496,625,0.1296,FAKE
27,574,218,546,495,625,0.1303,FAKE
28,574,216,540,493,628,0.1316,FAKE
29,574,213,533,492,632,0.1368,FAKE
30,574,209,528,490,634,0.1402,FAKE
31,574,208,522,488,637,0.144,FAKE
32,574,205,515,487,639,0.1485,FAKE
33,574,202,511,487,640,0.1484,FAKE
34,574,198,504,486,643,0.1572,FAKE
35,574,194,496,488,647,0.1722,FAKE
36,574,191,491,490,647,0.177,FAKE
37,574,187,488,491,647,0.1701,FAKE
38,574,183,487,491,643,0.1723,FAKE
39,574,180,487,492,639,0.1724,FAKE
40,574,178,490,491,632,0.1701,FAKE
41,574,177,491,490,627,0.1646,FAKE
42,574,160,493,496,623,0.166,FAKE
43,574,152,491,502,620,0.1721,FAKE
44,574,148,489,504,621,0.1772,FAKE
45,574,145,485,506,624,0.1832,FAKE
46,574,144,484,507,624,0.1801,FAKE
47,574,144,482,507,624,0.1759,FAKE
48,574,143,481,508,624,0.1711,FAKE
49,574,143,481,508,623,0.1676,FAKE
50,574,144,482,509,620,0.1583,FAKE
51,574,144,484,509,618,0.1617,FAKE
52,574,144,485,510,616,0.1672,FAKE
53,574,146,488,510,613,0.1643,FAKE
54,574,147,489,509,611,0.1693,FAKE
55,574,147,490,509,610,0.1711,FAKE
56,574,146,490,509,610,0.1731,FAKE
57,574,145,492,509,609,0.1666,FAKE
58,574,145,493,508,608,0.1676,FAKE
59,574,144,493,506,608,0.1702,FAKE
60,574,141,491,505,608,0.1756,FAKE
61,574,139,492,503,606,0.1746,FAKE
62,574,137,492,501,607,0.1738,FAKE
63,574,137,494,500,606,0.1735,FAKE
64,574,137,493,498,605,0.1752,FAKE
65,574,138,496,495,605,0.1782,FAKE
66,574,139,496,492,605,0.185,FAKE
67,574,141,499,490,604,0.1769,FAKE
68,574,142,500,488,605,0.181,FAKE
69,574,142,503,487,604,0.1783,FAKE
70,575,996,880,75,345,0.2836,REAL
70,574,142,506,485,603,0.1708,FAKE
71,575,982,882,88,357,0.3414,REAL
71,574,142,508,484,603,0.1774,FAKE
72,575,967,889,102,357,0.3329,REAL
72,574,140,509,483,605,0.1796,FAKE
73,575,953,892,116,354,0.2744,REAL
73,574,139,510,481,607,0.1739,FAKE
74,575,939,897,129,351,0.2522,REAL
74,574,137,511,479,607,0.1782,FAKE
75,575,921,902,145,346,0.2629,REAL
75,574,136,514,476,607,0.1714,FAKE
76,575,905,899,162,354,0.2483,FAKE
76,574,133,520,475,603,0.1652,FAKE
77,575,890,898,178,357,0.2373,FAKE
77,574,127,525,475,600,0.1585,FAKE
78,575,872,896,194,357,0.249,FAKE
78,574,118,526,477,599,0.1601,FAKE
79,575,851,899,205,352,0.2404,FAKE
79,574,110,525,477,600,0.1633,FAKE
80,575,831,900,214,347,0.2125,FAKE
80,574,104,525,477,601,0.1574,FAKE
81,575,813,898,217,347,0.2323,FAKE
81,574,99,525,479,602,0.1549,FAKE
82,575,793,898,222,342,0.2248,FAKE
82,574,97,527,478,601,0.1553,FAKE
83,575,773,897,222,342,0.226,FAKE
83,574,83,530,482,598,0.1601,FAKE
84,575,756,897,223,338,0.2144,FAKE
84,574,78,531,484,597,0.167,FAKE
85,575,738,895,222,338,0.2274,FAKE
85,574,74,532,485,595,0.1763,FAKE
86,575,725,893,221,340,0.2247,FAKE
86,574,74,533,486,593,0.1801,FAKE
87,575,710,895,221,336,0.2172,FAKE
87,574,88,532,482,591,0.1648,FAKE
88,575,694,896,221,335,0.2232,FAKE
88,574,96,534,480,590,0.162,FAKE
89,575,683,897,218,336,0.2433,FAKE
89,574,103,537,476,589,0.1682,FAKE
90,575,670,899,217,334,0.2294,FAKE
90,574,112,541,472,590,0.1663,FAKE
91,575,659,900,215,332,0.2531,REAL
91,574,122,551,468,588,0.1683,FAKE
92,575,648,900,213,332,0.2624,REAL
92,574,135,555,461,589,0.1724,FAKE
93,575,643,901,211,331,0.2602,REAL
93,574,146,560,456,589,0.1758,FAKE
94,575,633,903,211,328,0.2607,REAL
94,574,157,564,452,590,0.1697,FAKE
95,575,625,906,211,324,0.2573,REAL
95,574,166,569,449,591,0.1696,FAKE
96,575,618,910,212,321,0.2498,FAKE
96,574,172,570,446,593,0.1782,FAKE
97,575,612,913,211,320,0.2509,REAL
97,574,177,571,443,596,0.1814,FAKE
98,575,607,915,209,319,0.2373,FAKE
98,574,179,570,440,597,0.1917,FAKE
99,575,604,918,208,316,0.2241,FAKE
99,574,180,572,438,597,0.1899,FAKE
100,575,601,919,208,315,0.2201,FAKE
100,574,180,573,438,596,0.1858,FAKE
101,575,594,916,208,317,0.2458,FAKE
101,574,180,573,436,596,0.1846,FAKE
102,575,591,911,208,320,0.2829,REAL
102,574,180,572,434,599,0.1869,FAKE
103,575,590,908,209,320,0.2665,REAL
103,574,181,572,433,599,0.1874,FAKE
104,575,590,906,209,321,0.2519,REAL
104,574,182,572,431,600,0.1844,FAKE
105,575,591,905,210,321,0.264,REAL
105,574,182,572,430,599,0.1823,FAKE
106,575,599,906,208,321,0.2746,REAL
106,574,184,573,429,596,0.1876,FAKE
107,575,606,907,205,321,0.2732,REAL
107,574,185,575,430,594,0.1787,FAKE
108,575,613,906,204,319,0.2723,REAL
108,574,186,575,430,592,0.1863,FAKE
109,575,622,905,204,318,0.2537,REAL
109,574,186,576,431,590,0.1839,FAKE
110,575,631,904,205,315,0.282,REAL
110,574,187,577,433,588,0.1772,FAKE
111,575,645,908,205,314,0.2396,FAKE
111,574,188,579,434,586,0.1773,FAKE
112,575,658,909,205,311,0.2476,FAKE
112,574,188,579,435,586,0.1794,FAKE
113,575,671,909,207,309,0.2614,REAL
113,574,198,599,435,578,0.1404,FAKE
114,575,689,914,207,306,0.2352,FAKE
114,574,203,608,435,573,0.1252,FAKE
115,575,708,915,208,302,0.2269,FAKE
115,574,204,612,436,568,0.1274,FAKE
116,575,727,914,206,301,0.2342,FAKE
116,574,205,614,437,565,0.1273,FAKE
117,575,743,914,206,299,0.247,FAKE
117,574,205,616,439,563,0.1226,FAKE
118,575,757,910,206,298,0.2381,FAKE
118,574,203,617,441,560,0.1171,FAKE
119,575,772,909,206,300,0.2289,FAKE
119,574,202,598,440,564,0.1474,FAKE
120,575,785,909,207,299,0.2248,FAKE
120,574,190,589,444,568,0.1605,FAKE
121,575,797,907,207,298,0.2497,FAKE
121,574,182,585,447,570,0.1639,FAKE
122,575,805,904,208,297,0.2601,REAL
122,574,176,580,448,574,0.1634,FAKE
123,575,816,902,206,302,0.2458,FAKE
123,574,171,576,448,578,0.1645,FAKE
124,575,823,898,204,305,0.2608,REAL
124,574,166,572,446,582,0.1715,FAKE
125,575,829,898,204,304,0.2528,REAL
125,574,162,572,444,585,0.1718,FAKE
126,575,834,898,204,303,0.2726,REAL
126,574,157,571,442,586,0.1793,FAKE
127,575,836,898,204,302,0.2611,REAL
127,574,153,571,442,588,0.1823,FAKE
128,575,838,900,204,301,0.2459,FAKE
128,574,147,571,444,590,0.1741,FAKE
129,575,839,901,203,300,0.2428,FAKE
129,574,142,572,445,590,0.1741,FAKE
130,575,839,902,202,299,0.2582,REAL
130,574,137,572,446,591,0.1715,FAKE
131,575,838,903,200,298,0.2579,REAL
131,574,133,573,448,590,0.1681,FAKE
132,575,836,903,199,299,0.2646,REAL
132,574,131,571,448,591,0.1644,FAKE
133,575,833,903,197,299,0.2524,REAL
133,574,129,571,449,591,0.1687,FAKE
134,575,832,907,191,295,0.266,REAL
134,574,129,570,449,591,0.1694,FAKE
135,575,830,909,188,292,0.2663,REAL
135,574,131,570,449,591,0.1637,FAKE
136,575,828,912,186,289,0.2513,REAL
136,574,133,568,448,592,0.1716,FAKE
137,575,820,919,186,281,0.2412,FAKE
137,574,138,567,447,592,0.1731,FAKE
138,575,814,925,186,275,0.2133,FAKE
138,574,143,565,446,592,0.1729,FAKE
139,575,810,928,186,271,0.2268,FAKE
139,574,149,565,445,592,0.1731,FAKE
140,575,804,929,185,268,0.2132,FAKE
140,574,155,564,444,592,0.1734,FAKE
141,575,798,929,182,269,0.2313,FAKE
141,574,162,566,442,591,0.1712,FAKE
142,575,792,930,180,270,0.241,FAKE
142,574,167,567,441,592,0.171,FAKE
143,575,787,929,179,269,0.2268,FAKE
143,574,169,568,442,593,0.172,FAKE
144,575,780,934,178,264,0.2493,FAKE
144,574,172,567,443,595,0.1718,FAKE
145,575,775,936,178,261,0.2486,FAKE
145,574,173,569,444,594,0.169,FAKE
146,575,771,938,178,259,0.2525,REAL
146,574,176,570,445,594,0.1712,FAKE
147,575,768,939,177,257,0.2472,FAKE
147,574,177,572,446,593,0.1685,FAKE
148,575,766,939,176,256,0.246,FAKE
148,574,178,572,447,592,0.1667,FAKE
149,575,765,939,176,255,0.2422,FAKE
149,574,177,573,449,590,0.1649,FAKE
150,575,765,940,175,255,0.2452,FAKE
150,574,177,574,450,589,0.1658,FAKE
151,575,766,939,175,254,0.2558,REAL
151,574,176,574,450,588,0.163,FAKE
152,575,769,939,174,252,0.2409,FAKE
152,574,176,574,450,588,0.1594,FAKE
153,575,772,940,174,250,0.2292,FAKE
153,574,174,573,450,589,0.1568,FAKE
154,575,776,941,173,248,0.2314,FAKE
154,574,172,571,449,590,0.1581,FAKE
155,575,779,941,173,247,0.2327,FAKE
155,574,171,571,447,590,0.1601,FAKE
156,575,787,937,172,250,0.2268,FAKE
156,574,168,569,445,591,0.1627,FAKE
157,575,796,938,172,250,0.2233,FAKE
157,574,165,569,444,591,0.1642,FAKE
158,575,805,940,174,250,0.2352,FAKE
158,574,161,567,443,591,0.171,FAKE
159,575,816,941,174,249,0.2204,FAKE
159,574,156,567,442,591,0.1715,FAKE
160,575,829,937,173,251,0.2487,FAKE
160,574,152,566,441,590,0.1718,FAKE
161,575,844,938,175,251,0.2375,FAKE
161,574,147,567,441,589,0.1715,FAKE
162,575,857,939,176,251,0.2291,FAKE
162,574,143,567,441,589,0.1708,FAKE
163,575,874,938,175,252,0.2495,FAKE
163,574,139,567,441,589,0.166,FAKE
164,575,890,938,176,251,0.2411,FAKE
164,574,134,566,440,589,0.1668,FAKE
165,575,902,934,173,254,0.2843,REAL
165,574,131,566,440,587,0.1709,FAKE
166,575,917,931,167,257,0.2805,REAL
166,574,128,566,439,585,0.171,FAKE
167,575,931,931,156,259,0.2764,REAL
167,574,125,568,439,584,0.1647,FAKE
168,575,945,929,145,258,0.2973,REAL
168,574,122,569,440,582,0.1624,FAKE
169,575,958,927,134,256,0.3375,REAL
169,574,119,571,442,580,0.1609,FAKE
170,575,972,927,121,252,0.2954,REAL
170,574,118,571,442,578,0.1594,FAKE
171,575,986,926,109,250,0.2831,REAL
171,574,116,571,444,576,0.1552,FAKE
172,575,995,925,98,249,0.2545,REAL
172,574,115,571,444,574,0.1545,FAKE
173,575,1002,923,89,246,0.2311,FAKE
173,574,114,571,446,572,0.1519,FAKE
174,575,1007,922,82,245,0.2308,FAKE
174,574,102,569,449,569,0.1505,FAKE
175,575,1012,921,75,243,0.2377,FAKE
175,574,97,569,451,566,0.1522,FAKE
176,575,1016,921,70,243,0.233,FAKE
176,574,95,568,453,564,0.1574,FAKE
177,575,1018,921,65,242,0.2193,FAKE
177,574,106,568,452,565,0.1535,FAKE
178,575,1020,922,62,240,0.2238,FAKE
178,574,110,565,452,565,0.1636,FAKE
179,575,1020,922,60,240,0.2166,FAKE
179,574,113,563,451,566,0.1671,FAKE
180,575,1019,923,60,241,0.2169,FAKE
180,574,115,561,451,565,0.1683,FAKE
181,575,1017,925,60,239,0.2069,FAKE
181,574,117,562,450,566,0.1633,FAKE
182,575,1017,926,60,239,0.2115,FAKE
182,574,120,563,449,570,0.1681,FAKE
