frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,1,315,434,463,743,0.3723,REAL
1,1,313,436,462,741,0.3621,REAL
2,1,308,433,464,745,0.3576,REAL
3,1,306,433,463,749,0.3513,REAL
4,1,304,434,462,747,0.3343,REAL
5,1,301,432,463,742,0.357,REAL
6,1,300,433,463,734,0.3652,REAL
7,1,299,433,463,728,0.3688,REAL
8,1,299,433,463,718,0.3443,REAL
9,1,299,432,462,715,0.3463,REAL
10,1,299,433,462,712,0.333,REAL
11,3,572,1273,113,177,0.3326,REAL
11,1,300,436,463,708,0.3008,REAL
12,1,297,436,464,712,0.2688,REAL
13,1,296,438,464,716,0.2725,REAL
14,1,296,436,464,719,0.2736,REAL
15,3,582,1356,129,201,0.3003,REAL
15,1,297,435,464,721,0.265,REAL
16,3,587,1369,130,205,0.2896,REAL
16,1,298,434,465,723,0.2711,REAL
17,3,591,1383,130,209,0.274,REAL
17,1,300,436,464,725,0.2704,REAL
18,3,593,1391,130,212,0.2876,REAL
18,1,301,436,464,725,0.2754,REAL
19,3,593,1394,129,214,0.2889,REAL
19,1,304,436,463,725,0.2788,REAL
20,3,588,1394,129,214,0.2757,REAL
20,1,305,438,462,724,0.2826,REAL
21,3,575,1391,129,213,0.2798,REAL
21,1,306,437,462,725,0.2938,REAL
22,3,561,1384,129,217,0.2766,REAL
22,1,305,435,462,725,0.2881,REAL
23,3,541,1375,130,215,0.3144,REAL
23,1,307,433,462,724,0.2897,REAL
24,3,517,1366,133,216,0.3486,REAL
24,1,307,432,463,724,0.2838,REAL
25,3,490,1357,135,218,0.3702,REAL
25,1,306,431,463,724,0.2708,REAL
26,3,457,1348,138,223,0.3784,REAL
26,1,305,430,463,726,0.2616,REAL
27,3,421,1339,144,231,0.3552,REAL
27,1,305,429,464,724,0.2487,FAKE
28,3,394,1328,149,239,0.3491,REAL
28,1,305,426,465,721,0.2471,FAKE
29,3,362,1323,156,244,0.3555,REAL
29,1,304,423,467,715,0.245,FAKE
30,3,330,1318,161,254,0.3312,REAL
30,1,305,420,468,711,0.2362,FAKE
31,3,303,1318,166,264,0.3188,REAL
31,1,304,419,470,708,0.26,REAL
32,3,274,1317,177,279,0.3252,REAL
32,1,304,416,471,707,0.2366,FAKE
33,3,256,1316,185,296,0.3192,REAL
33,1,303,416,472,704,0.2337,FAKE
34,3,248,1331,194,305,0.2921,REAL
34,1,303,417,474,702,0.2653,REAL
35,3,248,1329,204,318,0.2532,REAL
35,1,304,416,475,701,0.2866,REAL
36,3,259,1305,213,325,0.2283,FAKE
36,1,307,415,475,698,0.328,REAL
37,3,275,1251,220,335,0.2154,FAKE
37,1,306,416,478,684,0.3484,REAL
38,3,293,1204,224,335,0.2018,FAKE
38,1,307,426,480,685,0.3697,REAL
39,3,292,1157,226,337,0.1989,FAKE
39,1,306,431,479,695,0.4124,REAL
40,3,276,1125,227,330,0.2234,FAKE
40,1,305,424,479,696,0.4181,REAL
41,3,246,1089,227,334,0.2515,REAL
41,1,303,424,478,709,0.4482,REAL
42,3,215,1078,227,332,0.2744,REAL
42,1,302,429,476,725,0.4441,REAL
43,3,191,1073,229,334,0.2958,REAL
43,1,303,423,475,735,0.4399,REAL
44,3,181,1086,228,333,0.2827,REAL
44,1,305,413,476,726,0.4366,REAL
45,3,178,1095,228,332,0.2781,REAL
45,1,306,408,477,710,0.4131,REAL
46,3,184,1102,226,329,0.2587,REAL
46,1,308,407,479,701,0.3999,REAL
47,3,196,1103,229,328,0.2474,FAKE
47,1,309,409,481,698,0.3996,REAL
48,3,212,1084,230,334,0.2592,REAL
48,1,312,427,477,720,0.422,REAL
49,3,220,1074,231,334,0.2447,FAKE
49,1,315,430,475,735,0.4382,REAL
50,3,228,1065,231,327,0.2227,FAKE
50,1,316,429,474,746,0.4414,REAL
51,3,228,1054,229,323,0.2032,FAKE
51,1,304,421,488,809,0.4726,REAL
52,3,226,1041,227,320,0.1991,FAKE
52,1,295,433,501,923,0.5035,REAL
53,3,217,1031,227,319,0.2132,FAKE
53,1,287,413,511,1018,0.5498,REAL
54,3,211,1013,223,318,0.227,FAKE
55,3,210,1004,219,315,0.2402,FAKE
56,3,209,1001,215,312,0.2487,FAKE
57,3,211,1002,210,309,0.2604,REAL
58,3,216,1012,202,300,0.2583,REAL
59,4,341,426,419,779,0.4082,REAL
59,3,222,1020,196,290,0.2767,REAL
60,4,311,432,466,945,0.5156,REAL
60,3,236,1022,188,281,0.2793,REAL
61,4,325,426,449,855,0.4491,REAL
61,3,243,1026,182,272,0.2971,REAL
62,4,330,431,439,795,0.4283,REAL
62,3,249,1033,176,262,0.3117,REAL
63,4,332,440,435,762,0.4051,REAL
63,3,250,1042,172,249,0.3288,REAL
64,4,335,436,429,732,0.3754,REAL
64,3,252,1050,166,242,0.343,REAL
65,4,335,443,426,724,0.3827,REAL
65,3,256,1063,160,237,0.3247,REAL
66,4,335,451,423,732,0.3799,REAL
66,3,261,1071,154,234,0.3263,REAL
67,4,336,451,423,732,0.3837,REAL
67,3,273,1075,148,232,0.3105,REAL
68,4,337,449,423,738,0.3978,REAL
68,3,288,1074,144,229,0.3428,REAL
69,4,336,450,424,743,0.4008,REAL
69,3,303,1074,141,225,0.3263,REAL
70,4,337,451,425,746,0.4154,REAL
70,3,313,1075,137,221,0.3059,REAL
71,4,335,449,426,746,0.4166,REAL
71,3,317,1071,136,215,0.3182,REAL
72,4,334,449,426,749,0.422,REAL
72,3,318,1070,135,211,0.3148,REAL
73,4,333,446,428,751,0.4299,REAL
73,3,317,1077,133,209,0.3184,REAL
74,4,332,446,430,752,0.4301,REAL
74,3,316,1080,132,209,0.353,REAL
75,4,331,443,432,749,0.4264,REAL
75,3,316,1081,131,209,0.3593,REAL
76,4,331,444,434,748,0.4266,REAL
76,3,317,1082,130,209,0.3466,REAL
77,4,333,445,435,743,0.4267,REAL
77,3,318,1083,129,211,0.3482,REAL
78,4,333,444,437,737,0.4244,REAL
78,3,318,1084,129,211,0.3391,REAL
79,4,332,444,440,726,0.4237,REAL
79,3,317,1084,129,212,0.3366,REAL
80,4,329,447,442,718,0.4135,REAL
80,3,315,1086,130,212,0.3445,REAL
81,4,327,443,447,701,0.4168,REAL
81,3,313,1089,131,211,0.3844,REAL
82,4,326,450,450,696,0.404,REAL
82,3,313,1094,132,210,0.3835,REAL
83,4,326,453,452,696,0.406,REAL
83,3,313,1095,132,210,0.399,REAL
84,4,325,453,454,695,0.4017,REAL
84,3,316,1099,133,209,0.3962,REAL
85,4,324,455,455,690,0.4002,REAL
85,3,323,1103,133,210,0.3535,REAL
86,4,322,457,459,683,0.3858,REAL
86,3,335,1114,135,211,0.345,REAL
87,4,320,452,461,664,0.339,REAL
87,3,355,1132,134,209,0.215,FAKE
88,4,317,450,463,650,0.3127,REAL
88,3,387,1153,133,212,0.2176,FAKE
89,4,318,460,463,649,0.2896,REAL
90,4,317,467,464,661,0.2579,REAL
91,4,314,466,464,671,0.18,FAKE
92,4,313,468,461,691,0.1898,FAKE
93,4,314,464,460,707,0.1996,FAKE
94,4,314,460,460,718,0.2178,FAKE
95,4,316,456,461,725,0.2354,FAKE
96,4,317,455,461,729,0.2448,FAKE
97,4,320,455,462,730,0.2526,REAL
98,4,324,454,463,732,0.2601,REAL
99,4,326,455,465,731,0.2657,REAL
100,4,329,454,466,732,0.2604,REAL
101,4,331,456,467,732,0.2964,REAL
102,4,350,455,462,735,0.3201,REAL
103,4,359,455,458,736,0.3091,REAL
