frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,584,471,741,401,609,0.2657,REAL
1,584,471,742,400,608,0.2644,REAL
2,584,473,743,398,606,0.2664,REAL
3,584,475,747,398,602,0.2506,REAL
4,584,477,747,399,603,0.2538,REAL
5,584,478,746,400,605,0.2708,REAL
6,584,480,746,400,606,0.2697,REAL
7,584,484,748,400,606,0.2568,REAL
8,584,487,749,401,605,0.2659,REAL
9,584,493,751,401,607,0.2535,REAL
10,584,498,751,402,607,0.2493,FAKE
11,584,503,751,403,609,0.2579,REAL
12,584,508,749,405,612,0.251,REAL
13,584,511,746,407,613,0.2394,FAKE
14,584,513,740,412,615,0.2436,FAKE
15,584,516,712,415,628,0.2507,REAL
16,584,519,698,416,628,0.2513,REAL
17,584,519,677,417,628,0.2372,FAKE
18,584,515,654,418,628,0.2344,FAKE
19,584,506,633,422,629,0.2304,FAKE
20,584,489,614,428,631,0.235,FAKE
21,584,470,603,431,630,0.2405,FAKE
22,584,445,596,434,631,0.2358,FAKE
23,584,423,595,435,630,0.2472,FAKE
24,584,402,598,436,628,0.2502,REAL
25,584,382,605,436,626,0.2565,REAL
26,584,360,608,435,627,0.2868,REAL
27,584,349,616,435,626,0.2823,REAL
28,584,345,623,433,625,0.2864,REAL
29,584,343,629,429,626,0.2993,REAL
30,584,343,630,428,627,0.2853,REAL
31,584,345,631,426,628,0.2889,REAL
32,584,346,630,426,629,0.306,REAL
33,584,347,627,427,629,0.3109,REAL
34,584,349,626,427,632,0.3171,REAL
35,584,352,628,427,636,0.3004,REAL
36,584,354,630,427,638,0.283,REAL
37,584,366,635,427,635,0.3059,REAL
38,584,372,641,427,634,0.2796,REAL
39,584,375,646,426,633,0.2772,REAL
40,584,376,651,425,631,0.2783,REAL
41,584,377,652,425,629,0.3031,REAL
42,584,377,654,425,628,0.2989,REAL
43,584,377,655,425,627,0.3029,REAL
44,584,377,655,424,626,0.2957,REAL
45,584,377,654,425,626,0.2801,REAL
46,584,376,653,424,627,0.2968,REAL
47,584,376,654,426,627,0.3003,REAL
48,584,377,660,428,628,0.2918,REAL
49,584,381,670,429,630,0.2422,FAKE
50,584,388,677,429,632,0.2667,REAL
51,584,392,685,428,633,0.2535,REAL
52,584,392,689,428,633,0.2717,REAL
53,584,392,691,427,636,0.2669,REAL
54,587,672,1516,70,109,0.2159,FAKE
54,584,393,691,427,637,0.2735,REAL
55,587,675,1519,70,109,0.2151,FAKE
55,584,395,692,426,637,0.27,REAL
