frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,1,251,392,567,849,0.3457,REAL
1,1,250,392,567,848,0.3885,REAL
2,1,252,400,563,842,0.3503,REAL
3,1,250,404,563,842,0.3699,REAL
4,1,245,405,566,839,0.3779,REAL
5,1,241,413,567,843,0.3529,REAL
6,1,237,414,569,843,0.3748,REAL
7,1,233,416,571,839,0.3763,REAL
8,1,230,420,571,841,0.3577,REAL
9,1,227,422,573,839,0.3651,REAL
10,1,226,423,572,843,0.3639,REAL
11,1,229,425,569,843,0.3818,REAL
12,1,230,426,568,842,0.3842,REAL
13,1,232,426,566,842,0.3767,REAL
14,1,231,424,566,840,0.3807,REAL
15,1,231,424,566,838,0.3761,REAL
16,1,233,424,566,837,0.3715,REAL
17,1,233,423,566,836,0.3863,REAL
18,1,233,425,566,834,0.3739,REAL
19,1,233,426,565,832,0.3767,REAL
20,1,233,427,566,832,0.3819,REAL
21,1,233,429,566,832,0.3683,REAL
22,1,235,427,565,833,0.3704,REAL
23,1,235,427,565,835,0.3738,REAL
24,1,236,427,564,838,0.373,REAL
25,1,237,426,564,838,0.3789,REAL
26,1,237,425,564,839,0.371,REAL
27,1,238,424,564,841,0.3759,REAL
28,1,238,424,564,842,0.3754,REAL
29,1,238,424,564,841,0.3778,REAL
30,1,238,425,565,843,0.3686,REAL
31,2,629,1768,125,141,0.1448,FAKE
31,1,238,424,565,846,0.3736,REAL
32,4,396,1772,138,134,0.0891,FAKE
32,3,106,1774,181,128,0.0023,FAKE
32,2,631,1750,125,155,0.1343,FAKE
32,1,237,423,566,845,0.3696,REAL
33,4,394,1750,150,159,0.0693,FAKE
33,3,107,1755,186,148,0.0015,FAKE
33,2,633,1729,124,164,0.1173,FAKE
33,1,236,422,566,848,0.3706,REAL
34,4,394,1728,152,175,0.0625,FAKE
34,3,116,1740,184,163,0.0013,FAKE
34,2,634,1710,121,172,0.1155,FAKE
34,1,235,422,567,850,0.3676,REAL
35,4,398,1705,152,189,0.0642,FAKE
35,3,122,1723,182,177,0.0016,FAKE
35,2,637,1692,118,179,0.1016,FAKE
35,1,233,422,568,851,0.3718,REAL
36,4,402,1684,147,201,0.0571,FAKE
36,3,126,1701,179,195,0.0026,FAKE
36,2,640,1672,116,183,0.0856,FAKE
36,1,232,421,569,851,0.3724,REAL
37,4,406,1664,145,206,0.0699,FAKE
37,3,130,1682,179,213,0.0028,FAKE
37,2,642,1652,114,185,0.0911,FAKE
37,1,232,420,569,853,0.3756,REAL
38,4,411,1649,143,212,0.0689,FAKE
38,3,135,1664,177,230,0.004,FAKE
38,2,644,1633,113,188,0.0901,FAKE
38,1,233,419,571,854,0.3836,REAL
39,4,416,1630,141,217,0.0709,FAKE
39,3,140,1640,174,243,0.0062,FAKE
39,2,647,1617,111,190,0.0912,FAKE
39,1,233,417,571,853,0.3778,REAL
40,4,419,1612,140,222,0.0592,FAKE
40,3,143,1623,170,252,0.0044,FAKE
40,2,652,1605,108,190,0.0727,FAKE
40,1,233,418,572,855,0.3718,REAL
41,4,421,1596,138,225,0.0625,FAKE
41,3,146,1607,166,259,0.0116,FAKE
41,2,654,1587,109,191,0.0708,FAKE
41,1,234,416,572,857,0.3772,REAL
42,4,424,1579,138,224,0.0703,FAKE
42,3,151,1589,163,261,0.0064,FAKE
42,2,655,1569,109,188,0.0737,FAKE
42,1,235,414,571,861,0.3716,REAL
43,4,430,1566,136,224,0.0519,FAKE
43,3,157,1573,160,267,0.0215,FAKE
43,2,656,1554,109,185,0.0675,FAKE
43,1,236,412,570,866,0.376,REAL
44,4,429,1546,135,222,0.056,FAKE
44,3,160,1556,158,266,0.0186,FAKE
44,2,657,1541,107,184,0.0641,FAKE
44,1,237,412,570,867,0.3754,REAL
45,4,428,1529,134,221,0.0463,FAKE
45,3,160,1540,155,261,0.0187,FAKE
45,2,656,1525,106,183,0.0552,FAKE
45,1,237,411,569,868,0.3685,REAL
46,4,426,1513,135,212,0.0474,FAKE
46,3,159,1523,152,255,0.0143,FAKE
46,2,657,1506,104,182,0.0515,FAKE
46,1,238,411,570,865,0.3679,REAL
47,4,427,1497,133,211,0.045,FAKE
47,3,160,1509,151,254,0.0221,FAKE
47,2,653,1485,102,179,0.051,FAKE
47,1,239,412,571,863,0.3723,REAL
48,4,427,1479,133,209,0.0549,FAKE
48,3,162,1491,150,253,0.0237,FAKE
48,2,651,1471,101,178,0.0635,FAKE
48,1,238,411,572,862,0.3705,REAL
49,4,427,1460,132,209,0.0536,FAKE
49,3,164,1476,149,251,0.0256,FAKE
49,2,650,1456,102,176,0.0664,FAKE
49,1,239,411,573,861,0.3694,REAL
50,4,427,1449,131,208,0.0569,FAKE
50,3,164,1454,148,252,0.0156,FAKE
50,2,650,1441,102,174,0.0693,FAKE
50,1,239,410,575,860,0.3688,REAL
51,4,428,1434,131,207,0.0611,FAKE
51,3,165,1439,147,252,0.0205,FAKE
51,2,651,1425,102,173,0.0818,FAKE
51,1,239,409,576,858,0.3662,REAL
52,4,428,1420,130,208,0.0831,FAKE
52,3,167,1428,146,251,0.0176,FAKE
52,2,650,1412,102,173,0.1073,FAKE
52,1,237,408,577,856,0.3666,REAL
53,4,429,1406,130,207,0.0923,FAKE
53,3,170,1413,144,250,0.0339,FAKE
53,2,650,1400,102,173,0.1195,FAKE
53,1,236,407,578,853,0.3649,REAL
54,4,429,1392,130,207,0.0959,FAKE
54,3,170,1402,144,247,0.0291,FAKE
54,2,650,1392,101,173,0.1311,FAKE
54,1,234,407,579,849,0.3786,REAL
55,4,430,1380,129,206,0.0831,FAKE
55,3,171,1388,142,244,0.0309,FAKE
55,2,651,1377,100,173,0.1439,FAKE
55,1,234,405,580,846,0.393,REAL
56,4,434,1368,130,202,0.0876,FAKE
56,3,173,1377,140,248,0.0282,FAKE
56,2,655,1365,100,173,0.1436,FAKE
56,1,234,406,582,842,0.3851,REAL
57,4,437,1359,130,200,0.086,FAKE
57,3,180,1364,140,248,0.0387,FAKE
57,2,658,1355,101,171,0.1571,FAKE
57,1,234,401,582,840,0.3729,REAL
58,4,439,1352,131,199,0.1092,FAKE
58,3,183,1355,139,248,0.0418,FAKE
58,2,661,1344,102,170,0.1664,FAKE
58,1,234,396,582,838,0.3789,REAL
59,4,441,1340,132,197,0.1188,FAKE
59,3,184,1340,139,250,0.0457,FAKE
59,2,661,1334,102,169,0.1908,FAKE
59,1,233,395,582,835,0.3838,REAL
60,4,444,1328,132,198,0.1091,FAKE
60,3,187,1331,140,251,0.0409,FAKE
60,2,663,1326,102,168,0.1841,FAKE
60,1,233,392,580,830,0.3936,REAL
61,4,447,1316,130,200,0.0766,FAKE
61,3,187,1323,138,253,0.0419,FAKE
61,2,666,1319,101,168,0.1729,FAKE
61,1,234,389,579,823,0.3869,REAL
62,4,448,1306,129,201,0.0833,FAKE
62,3,187,1311,138,254,0.0431,FAKE
62,2,668,1307,102,168,0.1659,FAKE
62,1,234,387,577,814,0.3815,REAL
63,4,448,1293,130,200,0.0916,FAKE
63,3,188,1300,138,255,0.0369,FAKE
63,2,669,1295,101,170,0.1845,FAKE
63,1,235,384,576,806,0.3763,REAL
64,4,448,1284,131,199,0.0785,FAKE
64,3,188,1287,138,255,0.0543,FAKE
64,2,670,1280,101,170,0.1755,FAKE
64,1,235,382,574,796,0.359,REAL
65,4,445,1269,132,196,0.0773,FAKE
65,3,187,1269,140,254,0.0433,FAKE
65,2,670,1265,101,170,0.1696,FAKE
65,1,234,384,573,781,0.3644,REAL
66,4,443,1252,131,195,0.0754,FAKE
66,3,185,1258,141,251,0.0549,FAKE
66,2,668,1252,101,170,0.1683,FAKE
66,1,234,384,572,771,0.3672,REAL
67,4,442,1237,130,197,0.0743,FAKE
67,3,182,1244,143,252,0.0524,FAKE
67,2,667,1237,102,170,0.1728,FAKE
67,1,236,387,569,763,0.3671,REAL
68,4,439,1222,131,196,0.0842,FAKE
68,3,176,1229,143,251,0.0516,FAKE
68,2,665,1221,102,170,0.1809,FAKE
68,1,237,390,568,755,0.3755,REAL
69,4,435,1206,133,193,0.083,FAKE
69,3,172,1213,143,254,0.0392,FAKE
69,2,662,1201,103,168,0.1847,FAKE
69,1,240,397,562,735,0.3715,REAL
