frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,584,471,741,401,609,0.5947,REAL
1,584,471,742,400,608,0.5937,REAL
2,584,473,743,398,606,0.5905,REAL
3,584,475,747,398,602,0.5881,REAL
4,584,477,747,399,603,0.5894,REAL
5,584,478,746,400,605,0.5893,REAL
6,584,480,746,400,606,0.5881,REAL
7,584,484,748,400,606,0.5821,REAL
8,584,487,749,401,605,0.5834,REAL
9,584,493,751,401,607,0.5784,REAL
10,584,498,751,402,607,0.576,REAL
11,584,503,751,403,609,0.582,REAL
12,584,508,749,405,612,0.5815,REAL
13,584,511,746,407,613,0.58,REAL
14,584,513,740,412,615,0.5652,REAL
15,584,516,712,415,628,0.5709,REAL
16,584,519,698,416,628,0.5681,REAL
17,584,519,677,417,628,0.5406,REAL
18,584,515,654,418,628,0.507,REAL
19,584,506,633,422,629,0.4711,REAL
20,584,489,614,428,631,0.5196,REAL
21,584,470,603,431,630,0.5958,REAL
22,584,445,596,434,631,0.5487,REAL
23,584,423,595,435,630,0.568,REAL
24,584,402,598,436,628,0.5579,REAL
25,584,382,605,436,626,0.5757,REAL
26,584,360,608,435,627,0.6115,REAL
27,584,349,616,435,626,0.6055,REAL
28,584,345,623,433,626,0.607,REAL
29,584,343,629,430,626,0.6083,REAL
30,584,343,630,428,627,0.5995,REAL
31,584,345,631,427,629,0.5908,REAL
32,584,346,630,426,629,0.5895,REAL
33,584,347,627,427,630,0.5864,REAL
34,584,349,626,427,632,0.5797,REAL
35,584,351,628,427,636,0.5738,REAL
36,584,354,630,428,638,0.5614,REAL
37,584,366,635,427,636,0.562,REAL
38,584,372,641,427,634,0.5701,REAL
39,584,375,645,426,633,0.5738,REAL
40,584,376,651,425,631,0.5658,REAL
41,584,377,652,425,629,0.5729,REAL
42,584,376,654,425,628,0.5717,REAL
43,584,376,655,425,627,0.5743,REAL
44,584,377,655,424,626,0.5772,REAL
45,584,376,654,425,626,0.5631,REAL
46,584,376,653,425,627,0.5716,REAL
47,584,376,654,426,627,0.5676,REAL
48,584,377,660,428,628,0.5577,REAL
49,584,381,670,429,630,0.43,REAL
50,584,388,677,429,632,0.5308,REAL
51,584,391,685,429,633,0.5478,REAL
52,584,392,689,428,633,0.563,REAL
53,584,392,690,427,636,0.5683,REAL
54,587,672,1516,70,109,0.1194,FAKE
54,584,393,691,427,637,0.5706,REAL
55,587,675,1519,70,109,0.117,FAKE
55,584,395,692,426,637,0.5691,REAL
56,587,679,1517,70,111,0.1126,FAKE
56,584,397,694,425,637,0.5571,REAL
57,587,682,1513,70,112,0.1166,FAKE
57,584,400,694,424,637,0.5627,REAL
58,587,683,1510,70,113,0.1213,FAKE
58,584,402,693,422,637,0.5668,REAL
59,587,683,1506,69,114,0.1337,FAKE
59,584,404,691,421,639,0.5688,REAL
60,587,682,1502,69,113,0.1362,FAKE
60,584,405,690,420,638,0.567,REAL
61,587,683,1501,68,112,0.137,FAKE
61,584,407,687,418,637,0.5748,REAL
62,587,682,1500,68,111,0.1421,FAKE
62,584,408,688,418,636,0.5706,REAL
63,587,682,1500,67,110,0.1444,FAKE
63,584,409,687,417,634,0.5707,REAL
64,587,684,1499,67,110,0.1466,FAKE
64,584,410,685,417,633,0.575,REAL
65,587,685,1500,66,111,0.1602,FAKE
65,584,410,686,417,633,0.5722,REAL
66,587,686,1501,66,111,0.1586,FAKE
66,584,410,686,417,633,0.5737,REAL
67,587,686,1501,66,112,0.1494,FAKE
67,584,411,685,416,634,0.5745,REAL
68,587,686,1502,67,113,0.1625,FAKE
68,584,411,685,416,633,0.5744,REAL
69,587,686,1504,67,114,0.1611,FAKE
69,584,412,685,416,634,0.5764,REAL
70,587,686,1504,67,115,0.1534,FAKE
70,584,412,685,416,634,0.5743,REAL
71,587,686,1505,67,116,0.1579,FAKE
71,584,413,685,416,634,0.5772,REAL
72,587,686,1504,68,116,0.1589,FAKE
72,584,413,684,416,634,0.5763,REAL
73,587,687,1503,68,115,0.1434,FAKE
73,584,411,682,417,633,0.5747,REAL
74,587,687,1501,68,114,0.1619,FAKE
74,584,411,679,417,633,0.5751,REAL
75,587,688,1500,68,112,0.1551,FAKE
75,584,411,677,417,634,0.565,REAL
76,584,412,672,417,634,0.5429,REAL
77,584,413,667,418,634,0.555,REAL
78,584,410,661,419,634,0.5684,REAL
79,587,686,1470,69,112,0.1333,FAKE
79,584,409,657,420,634,0.5698,REAL
80,587,685,1466,68,111,0.1475,FAKE
80,584,409,656,420,634,0.5748,REAL
81,587,684,1465,68,110,0.1488,FAKE
81,584,411,654,419,634,0.574,REAL
82,587,684,1467,67,112,0.1381,FAKE
82,584,415,654,418,635,0.5693,REAL
83,584,421,668,418,633,0.4954,REAL
84,584,428,674,418,634,0.538,REAL
85,584,432,680,421,638,0.5059,REAL
86,584,435,687,425,648,0.4401,REAL
87,584,433,717,431,643,0.4445,REAL
88,584,431,739,432,639,0.5408,REAL
89,584,428,749,430,639,0.5529,REAL
90,584,426,758,429,635,0.5476,REAL
91,584,425,767,425,632,0.5555,REAL
92,584,425,774,421,633,0.5636,REAL
93,584,428,778,419,633,0.5679,REAL
94,584,431,781,418,632,0.5633,REAL
95,584,434,782,417,632,0.5727,REAL
96,584,437,786,416,633,0.5647,REAL
97,584,439,795,417,634,0.5108,REAL
98,584,445,808,415,638,0.5358,REAL
99,584,461,819,416,639,0.529,REAL
100,584,471,826,418,639,0.5136,REAL
101,584,482,828,417,642,0.5689,REAL
102,584,489,830,416,643,0.5636,REAL
103,584,495,830,414,646,0.5708,REAL
104,584,499,828,413,647,0.5724,REAL
105,584,502,825,412,648,0.5843,REAL
106,584,503,825,411,649,0.5835,REAL
107,584,503,827,411,649,0.5845,REAL
108,584,505,828,409,648,0.5891,REAL
109,584,506,827,409,648,0.5984,REAL
110,584,505,827,410,648,0.5976,REAL
111,584,506,827,409,647,0.5951,REAL
112,584,507,827,409,646,0.5976,REAL
113,584,508,827,408,644,0.5989,REAL
114,584,507,827,408,642,0.5974,REAL
115,584,508,827,408,641,0.5969,REAL
116,584,509,827,407,641,0.5983,REAL
117,584,509,827,407,639,0.597,REAL
118,584,509,827,407,640,0.5959,REAL
119,584,507,827,409,642,0.5856,REAL
120,584,507,824,409,642,0.5788,REAL
121,584,507,824,409,642,0.5828,REAL
122,584,507,821,409,640,0.5851,REAL
123,584,507,818,409,639,0.5991,REAL
124,584,508,816,409,638,0.6028,REAL
125,584,508,819,409,635,0.5903,REAL
126,584,510,822,409,633,0.5767,REAL
127,584,515,821,410,631,0.5373,REAL
