frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,8,251,392,567,849,0.2664,REAL
1,8,250,392,567,848,0.334,REAL
2,8,252,400,563,842,0.266,REAL
3,8,250,403,563,842,0.3209,REAL
4,8,245,404,567,840,0.3117,REAL
5,8,241,413,568,843,0.2924,REAL
6,8,236,414,570,843,0.3334,REAL
7,8,232,416,571,839,0.3249,REAL
8,8,229,420,571,840,0.2688,REAL
9,8,227,422,573,839,0.305,REAL
10,8,226,423,572,842,0.3112,REAL
11,8,228,425,569,843,0.3378,REAL
12,8,230,426,568,842,0.354,REAL
13,8,232,426,567,842,0.3376,REAL
14,8,231,425,566,840,0.3349,REAL
15,8,231,424,566,838,0.3502,REAL
16,8,233,424,566,837,0.3408,REAL
17,8,233,423,566,836,0.3377,REAL
18,8,233,425,567,834,0.3289,REAL
19,8,233,426,566,832,0.3414,REAL
20,8,232,427,566,831,0.33,REAL
21,8,233,429,567,832,0.3429,REAL
22,8,234,427,565,832,0.341,REAL
23,8,235,427,565,835,0.3297,REAL
24,8,236,427,564,837,0.3366,REAL
25,8,236,427,564,838,0.34,REAL
26,8,237,425,565,838,0.3364,REAL
27,8,238,424,564,841,0.3521,REAL
28,8,238,424,565,841,0.3441,REAL
29,8,238,424,565,841,0.3394,REAL
30,8,238,425,565,843,0.3355,REAL
31,9,629,1768,125,141,0.1878,FAKE
31,8,238,424,565,846,0.3473,REAL
32,11,396,1771,139,134,0.2415,FAKE
32,10,107,1773,181,128,0.2111,FAKE
32,9,631,1750,125,155,0.1844,FAKE
32,8,237,423,566,845,0.3285,REAL
33,11,394,1749,150,159,0.1945,FAKE
33,10,108,1755,185,148,0.2153,FAKE
33,9,633,1729,124,164,0.197,FAKE
33,8,236,422,566,848,0.3572,REAL
34,11,394,1728,152,175,0.1906,FAKE
34,10,117,1740,183,164,0.1986,FAKE
34,9,634,1710,121,172,0.1802,FAKE
34,8,235,422,567,850,0.3636,REAL
35,11,398,1705,152,189,0.209,FAKE
35,10,122,1722,181,178,0.2263,FAKE
35,9,637,1692,118,179,0.2021,FAKE
35,8,233,422,568,850,0.3481,REAL
36,11,402,1684,147,201,0.2107,FAKE
36,10,127,1701,179,196,0.2628,REAL
36,9,640,1672,116,183,0.1567,FAKE
36,8,232,422,569,850,0.3372,REAL
37,11,406,1664,145,206,0.2087,FAKE
37,10,131,1681,178,214,0.219,FAKE
37,9,642,1652,114,185,0.1804,FAKE
37,8,232,421,570,853,0.3551,REAL
38,11,411,1649,143,212,0.2051,FAKE
38,10,136,1664,176,230,0.2377,FAKE
38,9,644,1633,113,188,0.228,FAKE
38,8,233,419,571,853,0.3586,REAL
39,11,416,1630,141,217,0.2282,FAKE
39,10,141,1641,173,243,0.2577,REAL
39,9,647,1617,111,190,0.1967,FAKE
39,8,233,418,571,852,0.3529,REAL
40,11,419,1612,140,222,0.2077,FAKE
40,10,143,1623,169,252,0.343,REAL
40,9,652,1605,108,190,0.1884,FAKE
40,8,233,419,572,854,0.3477,REAL
41,11,421,1596,138,225,0.2391,FAKE
41,10,146,1608,166,259,0.2918,REAL
41,9,654,1587,109,191,0.1893,FAKE
41,8,234,416,572,857,0.3802,REAL
42,11,424,1579,138,224,0.2263,FAKE
42,10,151,1590,162,262,0.3353,REAL
42,9,655,1569,109,188,0.2077,FAKE
42,8,235,414,571,861,0.3644,REAL
43,11,430,1566,136,224,0.2193,FAKE
43,10,157,1573,160,268,0.3982,REAL
43,9,656,1554,109,186,0.2223,FAKE
43,8,236,412,570,865,0.3775,REAL
44,11,429,1546,135,222,0.2332,FAKE
44,10,160,1556,157,267,0.4082,REAL
44,9,657,1541,107,184,0.1986,FAKE
44,8,237,412,570,867,0.3571,REAL
45,11,428,1529,134,221,0.2436,FAKE
45,10,159,1540,154,263,0.2632,REAL
45,9,656,1525,106,183,0.1692,FAKE
45,8,236,412,570,868,0.3417,REAL
46,11,427,1513,134,212,0.21,FAKE
46,10,158,1522,152,257,0.2375,FAKE
46,9,657,1506,104,182,0.1868,FAKE
46,8,238,411,571,865,0.3441,REAL
47,11,427,1497,132,211,0.2271,FAKE
47,10,160,1508,151,256,0.3233,REAL
47,9,653,1485,102,179,0.2022,FAKE
47,8,238,412,571,863,0.3626,REAL
48,11,427,1479,132,209,0.2137,FAKE
48,10,162,1490,150,255,0.3974,REAL
48,9,651,1471,101,178,0.2089,FAKE
48,8,238,412,572,862,0.359,REAL
49,11,427,1460,132,209,0.2148,FAKE
49,10,164,1475,148,253,0.3186,REAL
49,9,650,1456,102,176,0.1994,FAKE
49,8,239,411,573,860,0.3614,REAL
50,11,427,1449,131,208,0.2215,FAKE
50,10,164,1453,148,252,0.2802,REAL
50,9,650,1441,102,174,0.2173,FAKE
50,8,239,410,575,860,0.3787,REAL
51,11,428,1434,131,207,0.21,FAKE
51,10,165,1438,146,252,0.229,FAKE
51,9,651,1425,102,173,0.2162,FAKE
51,8,238,409,576,858,0.383,REAL
52,11,428,1420,130,208,0.2543,REAL
52,10,168,1423,147,247,0.2546,REAL
52,9,650,1412,102,173,0.2401,FAKE
52,8,237,408,577,856,0.3743,REAL
53,11,429,1405,130,207,0.2308,FAKE
53,10,170,1411,145,247,0.249,FAKE
53,9,650,1400,102,173,0.2371,FAKE
53,8,236,407,578,853,0.3858,REAL
54,11,429,1392,130,207,0.2209,FAKE
54,10,170,1401,144,245,0.285,REAL
54,9,650,1392,101,173,0.2023,FAKE
