frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,596,278,538,494,781,0.7435,REAL
1,596,277,538,493,784,0.7294,REAL
2,596,277,542,493,785,0.7287,REAL
3,596,277,538,494,788,0.7391,REAL
4,596,277,538,495,790,0.7246,REAL
5,596,281,538,495,789,0.7358,REAL
6,596,285,539,493,788,0.7381,REAL
7,596,289,536,493,788,0.7404,REAL
8,596,292,537,492,786,0.7403,REAL
9,596,292,538,492,784,0.7281,REAL
10,596,292,538,491,783,0.7082,REAL
11,596,291,539,491,785,0.719,REAL
12,596,290,540,491,784,0.7258,REAL
13,596,292,538,490,786,0.7248,REAL
14,596,294,534,490,790,0.7137,REAL
15,596,295,526,490,796,0.721,REAL
16,596,299,517,488,804,0.6978,REAL
17,596,302,511,488,808,0.711,REAL
18,596,307,510,488,807,0.7081,REAL
19,596,311,512,489,806,0.7144,REAL
20,596,314,514,489,804,0.7059,REAL
21,596,316,517,490,802,0.7274,REAL
22,596,317,519,489,803,0.6945,REAL
23,596,316,517,489,806,0.7322,REAL
24,596,312,517,489,807,0.753,REAL
25,596,308,510,487,813,0.7144,REAL
26,596,302,510,486,818,0.7386,REAL
27,596,297,512,486,818,0.7435,REAL
28,596,293,512,486,818,0.7359,REAL
29,596,289,511,487,818,0.7406,REAL
30,596,287,512,488,819,0.7543,REAL
31,596,286,510,487,822,0.7525,REAL
32,596,285,509,488,822,0.7334,REAL
33,596,284,507,487,824,0.7446,REAL
34,596,283,506,487,827,0.7482,REAL
35,596,281,504,487,829,0.7527,REAL
36,596,280,504,488,830,0.7511,REAL
37,596,280,502,487,833,0.7488,REAL
38,596,279,503,487,834,0.7455,REAL
39,596,279,503,487,836,0.7362,REAL
40,596,278,501,487,837,0.7194,REAL
41,596,278,500,488,839,0.7411,REAL
42,596,281,497,487,843,0.7514,REAL
43,596,283,497,487,842,0.7633,REAL
44,596,285,499,487,838,0.7473,REAL
45,596,287,501,487,835,0.7467,REAL
46,596,289,502,488,832,0.7516,REAL
47,596,291,504,487,830,0.7492,REAL
48,596,292,504,487,830,0.7526,REAL
49,596,294,505,487,828,0.7615,REAL
50,596,294,505,486,828,0.7565,REAL
51,596,294,506,486,827,0.7597,REAL
52,596,295,505,487,825,0.759,REAL
53,596,296,507,487,822,0.7599,REAL
54,596,296,508,487,822,0.764,REAL
55,596,296,508,487,819,0.7707,REAL
56,596,296,510,487,818,0.7604,REAL
57,596,296,509,487,818,0.7652,REAL
58,596,296,510,486,819,0.7554,REAL
59,596,297,508,486,822,0.7405,REAL
60,596,293,499,485,828,0.6658,REAL
61,596,284,492,487,831,0.4673,REAL
62,596,276,463,486,829,0.5072,REAL
63,596,268,459,485,816,0.3516,REAL
64,596,253,457,477,806,0.3367,REAL
65,596,241,464,471,789,0.2562,REAL
66,596,232,474,465,764,0.2588,REAL
67,596,227,479,459,740,0.2707,REAL
68,596,225,483,455,716,0.3234,REAL
69,596,231,490,448,700,0.2845,REAL
70,596,237,503,443,688,0.3031,REAL
71,596,246,514,440,675,0.2938,REAL
72,596,252,525,439,663,0.3125,REAL
73,596,257,532,439,652,0.3134,REAL
74,596,261,537,438,644,0.3408,REAL
75,596,264,543,437,636,0.3354,REAL
76,596,264,546,436,630,0.3201,REAL
77,596,265,546,437,627,0.3137,REAL
78,596,262,545,437,624,0.2992,REAL
79,596,256,545,437,621,0.2649,REAL
80,596,251,542,437,621,0.2374,FAKE
81,596,242,544,440,622,0.2709,REAL
82,596,232,546,444,627,0.2787,REAL
83,596,223,541,448,642,0.2569,REAL
84,596,215,528,455,666,0.3331,REAL
85,596,212,542,460,691,0.3734,REAL
86,596,216,539,466,717,0.4042,REAL
87,596,224,534,468,744,0.5988,REAL
88,596,225,526,471,764,0.6182,REAL
89,596,215,519,476,779,0.6551,REAL
90,596,201,511,478,791,0.5623,REAL
91,596,174,507,481,800,0.4932,REAL
92,596,145,501,480,808,0.5871,REAL
93,596,116,498,477,817,0.5196,REAL
94,596,56,492,492,829,0.459,REAL
