frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,573,319,474,411,633,0.3899,REAL
1,573,318,473,411,633,0.3949,REAL
2,573,318,471,410,633,0.3981,REAL
3,573,318,472,409,633,0.3985,REAL
4,573,321,472,406,631,0.3982,REAL
5,573,321,471,406,632,0.4009,REAL
6,573,322,469,405,632,0.4044,REAL
7,573,323,469,405,632,0.4008,REAL
8,573,324,467,403,630,0.4018,REAL
9,573,324,465,403,631,0.4069,REAL
10,573,323,466,403,632,0.4033,REAL
11,573,321,466,404,633,0.4012,REAL
12,573,318,467,405,631,0.4031,REAL
13,573,317,468,404,631,0.4015,REAL
14,573,317,468,405,631,0.4044,REAL
15,573,314,467,405,631,0.3981,REAL
16,573,313,466,403,629,0.4008,REAL
17,573,314,463,402,628,0.4031,REAL
18,573,317,461,400,626,0.4061,REAL
19,573,319,461,399,625,0.4073,REAL
20,573,322,458,397,624,0.4148,REAL
21,573,325,457,394,622,0.4169,REAL
22,573,328,457,393,621,0.4133,REAL
23,573,330,458,393,620,0.4163,REAL
24,573,333,458,393,620,0.4246,REAL
25,573,338,458,392,620,0.4146,REAL
26,573,342,460,392,620,0.418,REAL
27,573,346,462,392,619,0.4138,REAL
28,573,350,464,392,618,0.4061,REAL
29,573,354,464,390,617,0.3981,REAL
30,573,358,464,388,615,0.3983,REAL
31,573,361,464,386,614,0.3901,REAL
32,573,364,463,384,613,0.388,REAL
33,573,365,463,385,613,0.3835,REAL
34,573,368,462,385,612,0.3813,REAL
35,573,370,463,385,611,0.3779,REAL
36,573,372,462,385,611,0.3761,REAL
37,573,375,460,384,610,0.3733,REAL
38,573,378,458,384,610,0.3751,REAL
39,573,391,458,381,607,0.3712,REAL
40,573,397,459,379,604,0.3708,REAL
41,573,398,460,379,601,0.3717,REAL
42,573,387,461,380,602,0.375,REAL
43,573,381,462,382,602,0.3752,REAL
44,573,376,461,384,604,0.375,REAL
45,573,372,462,384,604,0.3772,REAL
46,573,368,462,384,604,0.3735,REAL
47,573,363,462,386,604,0.3719,REAL
48,573,358,461,387,604,0.3744,REAL
49,573,350,459,388,604,0.3703,REAL
50,573,345,458,389,604,0.3624,REAL
51,573,340,457,388,604,0.369,REAL
52,573,338,456,388,603,0.3709,REAL
53,573,336,456,388,602,0.3753,REAL
54,573,336,455,389,602,0.3788,REAL
55,573,338,455,388,601,0.3798,REAL
56,573,340,455,388,599,0.3763,REAL
57,573,341,454,387,600,0.3704,REAL
58,573,342,454,387,600,0.3668,REAL
59,573,343,454,388,600,0.3699,REAL
60,573,346,454,387,600,0.373,REAL
61,573,347,454,389,602,0.3739,REAL
62,573,350,452,391,604,0.3729,REAL
63,573,353,452,393,606,0.3703,REAL
64,573,357,453,395,606,0.3716,REAL
65,573,361,453,394,606,0.374,REAL
66,573,364,451,394,606,0.379,REAL
67,573,365,452,394,606,0.3764,REAL
68,573,365,452,394,605,0.3756,REAL
69,573,364,454,394,604,0.3713,REAL
70,573,363,453,394,604,0.3707,REAL
