frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,1,480,622,425,663,0.3468,REAL
1,2,100,1054,76,143,0.2376,FAKE
1,1,483,624,423,661,0.3223,REAL
2,2,100,1052,76,144,0.2083,FAKE
2,1,483,623,423,665,0.3427,REAL
3,1,485,623,422,669,0.3517,REAL
4,2,101,1048,77,147,0.2004,FAKE
4,1,486,621,423,673,0.3649,REAL
5,2,102,1046,78,149,0.2208,FAKE
5,1,486,618,423,677,0.374,REAL
6,2,104,1047,78,148,0.227,FAKE
6,1,485,616,423,678,0.3455,REAL
7,2,105,1045,79,149,0.2189,FAKE
7,1,485,616,422,679,0.3519,REAL
8,2,106,1044,80,148,0.223,FAKE
8,1,485,616,422,678,0.3582,REAL
9,2,107,1043,81,147,0.233,FAKE
9,1,486,617,421,677,0.3492,REAL
10,2,109,1043,81,146,0.2393,FAKE
10,1,487,617,421,676,0.3475,REAL
11,2,110,1044,81,143,0.2355,FAKE
11,1,488,619,421,674,0.3482,REAL
12,2,112,1045,81,140,0.2128,FAKE
12,1,488,619,421,675,0.3675,REAL
13,2,114,1045,80,140,0.2288,FAKE
13,1,490,619,421,676,0.3561,REAL
14,2,115,1045,79,139,0.2244,FAKE
14,1,491,619,421,679,0.3564,REAL
15,2,116,1046,79,138,0.2185,FAKE
15,1,491,619,421,680,0.3826,REAL
16,2,117,1045,79,138,0.2372,FAKE
16,1,490,618,421,680,0.3973,REAL
17,2,117,1046,79,137,0.2326,FAKE
17,1,489,618,421,681,0.4005,REAL
18,2,117,1046,79,137,0.2271,FAKE
18,1,487,619,422,681,0.3889,REAL
19,2,115,1046,79,137,0.2122,FAKE
19,1,485,620,422,680,0.4057,REAL
20,2,114,1046,80,136,0.2388,FAKE
20,1,483,620,422,678,0.3972,REAL
21,2,112,1046,81,135,0.2512,REAL
21,1,482,619,422,678,0.3948,REAL
22,2,111,1046,81,136,0.2484,FAKE
22,1,478,620,422,678,0.389,REAL
23,2,110,1046,80,136,0.2397,FAKE
23,1,476,618,423,678,0.3808,REAL
24,2,108,1046,80,137,0.2547,REAL
24,1,474,618,423,677,0.3695,REAL
25,2,105,1046,80,138,0.2437,FAKE
25,1,472,620,423,674,0.3419,REAL
26,2,103,1045,80,141,0.2347,FAKE
26,1,470,620,422,672,0.3026,REAL
27,2,100,1045,81,142,0.2545,REAL
27,1,467,620,421,670,0.3407,REAL
28,2,97,1045,80,143,0.2456,FAKE
28,1,466,620,420,669,0.3105,REAL
29,2,95,1044,80,144,0.2332,FAKE
29,1,465,621,419,667,0.3082,REAL
30,2,94,1044,79,145,0.2171,FAKE
30,1,464,622,417,667,0.3187,REAL
31,2,92,1042,80,146,0.2327,FAKE
31,1,464,622,415,666,0.3386,REAL
32,2,90,1041,79,146,0.2138,FAKE
32,1,453,621,414,668,0.4038,REAL
33,2,90,1041,79,146,0.2394,FAKE
33,1,448,621,413,668,0.3768,REAL
34,2,89,1040,78,145,0.2714,REAL
34,1,445,619,413,667,0.4078,REAL
35,2,89,1040,78,144,0.2667,REAL
35,1,445,619,413,665,0.3906,REAL
36,2,87,1039,77,144,0.2458,FAKE
36,1,444,619,413,665,0.3936,REAL
37,2,87,1039,77,143,0.2561,REAL
37,1,443,619,413,662,0.3763,REAL
38,2,83,1040,77,143,0.2343,FAKE
38,1,442,619,412,662,0.3853,REAL
39,2,80,1041,77,143,0.2182,FAKE
39,1,441,619,412,661,0.4128,REAL
40,2,78,1041,78,142,0.212,FAKE
40,1,440,618,412,660,0.3935,REAL
41,2,77,1041,78,142,0.2094,FAKE
41,1,440,617,412,660,0.3776,REAL
42,2,76,1040,77,141,0.2263,FAKE
42,1,439,616,412,661,0.4196,REAL
43,2,74,1040,77,142,0.2036,FAKE
43,1,438,614,413,662,0.3831,REAL
44,2,72,1033,76,143,0.2453,FAKE
44,1,437,612,412,663,0.3754,REAL
45,2,70,1037,76,143,0.2466,FAKE
45,1,438,611,412,664,0.3728,REAL
46,2,70,1031,75,145,0.2633,REAL
46,1,438,611,412,663,0.3787,REAL
47,2,67,1036,75,145,0.2633,REAL
47,1,439,611,411,663,0.3786,REAL
48,2,68,1030,74,146,0.2882,REAL
