frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,576,481,707,394,598,0.3387,REAL
1,576,433,703,416,606,0.3461,REAL
2,576,420,702,425,605,0.3632,REAL
3,576,414,702,425,599,0.3851,REAL
4,576,405,706,427,595,0.4082,REAL
5,576,399,707,426,589,0.4205,REAL
6,576,397,706,423,585,0.427,REAL
7,576,394,704,420,578,0.4427,REAL
8,576,394,703,416,573,0.4387,REAL
9,576,390,702,417,570,0.4444,REAL
10,576,387,701,416,568,0.4483,REAL
11,576,385,700,413,569,0.4485,REAL
12,576,384,699,413,570,0.4466,REAL
13,576,384,700,413,569,0.4487,REAL
14,576,383,699,413,570,0.4501,REAL
15,576,383,697,414,572,0.461,REAL
16,576,381,695,416,574,0.4728,REAL
17,576,382,696,416,575,0.4758,REAL
18,576,382,694,419,575,0.4825,REAL
19,576,382,696,420,578,0.4861,REAL
20,576,382,695,422,580,0.4867,REAL
21,576,382,697,424,582,0.4888,REAL
22,576,382,695,425,587,0.493,REAL
23,576,382,696,425,592,0.487,REAL
24,576,384,693,427,597,0.479,REAL
25,576,386,691,427,600,0.4724,REAL
26,576,389,689,430,602,0.4694,REAL
27,576,392,688,429,606,0.4617,REAL
28,576,396,685,432,613,0.4432,REAL
29,576,402,684,431,620,0.4398,REAL
30,576,407,683,430,624,0.4404,REAL
31,576,411,682,428,628,0.4411,REAL
32,576,415,680,428,632,0.4355,REAL
33,576,417,681,428,633,0.4344,REAL
34,576,418,681,430,636,0.4342,REAL
35,576,419,682,431,638,0.4318,REAL
36,576,420,681,432,640,0.4299,REAL
37,576,421,681,431,642,0.4255,REAL
38,576,422,682,431,644,0.4236,REAL
39,576,423,682,430,647,0.4229,REAL
40,576,424,680,430,649,0.4174,REAL
41,576,425,678,430,655,0.4147,REAL
42,576,425,677,429,660,0.416,REAL
43,576,426,674,428,666,0.4151,REAL
44,576,426,671,428,669,0.4162,REAL
45,576,426,670,429,671,0.4132,REAL
46,576,425,669,429,672,0.4121,REAL
47,576,423,666,427,671,0.4204,REAL
48,576,420,665,427,670,0.4162,REAL
49,576,417,664,426,670,0.4161,REAL
50,576,414,663,425,668,0.4133,REAL
51,576,412,663,424,668,0.4112,REAL
52,576,408,663,422,667,0.4125,REAL
53,576,406,662,422,664,0.4077,REAL
54,576,402,664,422,660,0.4081,REAL
55,576,400,667,421,657,0.4086,REAL
56,576,396,669,422,654,0.409,REAL
