frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,577,269,573,425,657,0.5756,REAL
1,577,269,574,424,657,0.5812,REAL
2,577,268,575,422,655,0.5888,REAL
3,577,269,575,420,655,0.5942,REAL
4,577,269,575,421,655,0.5819,REAL
5,577,269,575,421,654,0.5686,REAL
6,577,270,576,421,653,0.5657,REAL
7,577,270,575,422,654,0.5596,REAL
8,577,271,575,421,654,0.581,REAL
9,577,270,576,421,653,0.5866,REAL
10,577,270,576,421,653,0.5932,REAL
11,577,270,576,421,653,0.5856,REAL
12,577,270,576,421,652,0.5882,REAL
13,577,271,576,421,653,0.5798,REAL
14,577,270,575,422,653,0.5858,REAL
15,577,269,575,422,653,0.6007,REAL
16,577,269,576,422,652,0.5977,REAL
17,577,270,576,421,653,0.602,REAL
18,577,270,576,421,653,0.5877,REAL
19,577,270,576,422,654,0.612,REAL
20,577,270,575,422,654,0.6094,REAL
21,577,270,574,422,655,0.5731,REAL
22,577,270,573,423,656,0.5925,REAL
23,577,270,572,424,656,0.6132,REAL
24,577,271,572,425,656,0.6163,REAL
25,577,271,571,426,657,0.6071,REAL
26,577,271,572,427,658,0.6052,REAL
27,577,271,572,428,656,0.5908,REAL
28,577,270,571,427,656,0.6013,REAL
29,577,270,571,428,657,0.6412,REAL
30,577,271,570,429,657,0.6118,REAL
31,577,271,570,430,658,0.6062,REAL
32,577,270,569,431,658,0.6112,REAL
33,577,271,568,430,658,0.5888,REAL
34,577,272,569,430,658,0.6158,REAL
35,577,272,570,430,657,0.6333,REAL
36,577,272,569,430,657,0.6244,REAL
37,577,289,568,421,657,0.5683,REAL
38,577,296,569,414,656,0.5617,REAL
39,577,301,551,410,656,0.5122,REAL
40,577,304,561,407,657,0.5175,REAL
41,577,305,547,406,658,0.5199,REAL
42,577,306,542,404,658,0.5758,REAL
43,577,306,540,404,657,0.5601,REAL
44,577,307,540,403,657,0.546,REAL
45,577,307,539,404,656,0.5401,REAL
46,577,307,539,405,656,0.5557,REAL
47,577,306,539,406,656,0.567,REAL
48,577,306,539,405,657,0.5722,REAL
49,577,306,538,405,658,0.5897,REAL
50,577,306,536,405,658,0.5337,REAL
51,577,307,535,405,659,0.5626,REAL
52,577,306,536,405,659,0.547,REAL
53,577,306,535,406,659,0.5284,REAL
54,577,306,534,406,657,0.5687,REAL
55,577,305,533,407,657,0.5707,REAL
56,577,305,533,408,656,0.5856,REAL
57,577,305,534,408,654,0.5343,REAL
58,577,305,535,408,653,0.5395,REAL
59,577,306,535,408,652,0.552,REAL
60,577,306,536,409,652,0.5444,REAL
61,577,305,535,409,651,0.5355,REAL
62,577,304,535,411,649,0.547,REAL
63,577,304,536,412,647,0.5531,REAL
64,577,304,537,413,645,0.5837,REAL
65,577,305,536,412,645,0.595,REAL
66,577,305,537,412,644,0.5854,REAL
67,577,305,537,413,645,0.593,REAL
68,577,305,537,413,646,0.5697,REAL
69,577,305,535,413,647,0.6061,REAL
70,577,305,535,414,647,0.5983,REAL
71,577,306,534,413,647,0.6136,REAL
72,577,306,535,412,646,0.5956,REAL
73,577,307,535,411,645,0.5831,REAL
74,577,307,534,411,644,0.6087,REAL
75,577,307,534,411,645,0.6293,REAL
76,577,308,534,411,644,0.6111,REAL
77,577,308,535,412,642,0.6323,REAL
78,577,307,534,412,641,0.6194,REAL
79,577,305,535,412,639,0.641,REAL
80,577,305,536,412,638,0.6012,REAL
81,577,305,535,410,639,0.5895,REAL
82,577,303,535,408,637,0.5863,REAL
83,577,290,536,406,637,0.579,REAL
84,577,285,535,406,637,0.621,REAL
85,577,280,537,406,638,0.6541,REAL
86,577,277,536,406,638,0.6695,REAL
87,577,275,534,407,639,0.6524,REAL
88,577,273,532,408,640,0.6361,REAL
89,577,271,531,408,641,0.6512,REAL
90,577,268,531,409,642,0.6471,REAL
91,577,267,532,409,642,0.6339,REAL
92,577,265,530,410,642,0.6271,REAL
93,577,263,531,412,642,0.628,REAL
94,577,261,530,413,642,0.6147,REAL
95,577,258,529,414,642,0.6595,REAL
96,577,256,529,416,641,0.633,REAL
97,577,253,528,418,640,0.608,REAL
98,577,251,528,419,641,0.6426,REAL
99,577,249,528,420,641,0.6563,REAL
100,577,248,527,420,641,0.6189,REAL
101,577,248,527,420,642,0.6344,REAL
102,577,248,526,422,642,0.6242,REAL
103,577,249,525,422,642,0.6207,REAL
104,577,250,526,423,642,0.5897,REAL
105,577,249,526,423,643,0.6314,REAL
106,577,249,524,423,643,0.6283,REAL
107,577,250,523,423,644,0.6391,REAL
108,577,251,521,423,645,0.6352,REAL
109,577,250,522,423,645,0.6558,REAL
110,577,251,523,424,644,0.6099,REAL
111,577,252,522,424,644,0.65,REAL
112,577,254,522,425,644,0.598,REAL
113,577,257,521,424,644,0.6114,REAL
114,577,259,520,423,643,0.6146,REAL
115,577,262,520,421,641,0.5928,REAL
116,577,264,520,421,639,0.6255,REAL
117,577,266,520,421,637,0.5771,REAL
118,577,267,520,420,635,0.5832,REAL
119,577,268,521,420,633,0.5845,REAL
120,577,269,521,420,631,0.6057,REAL
121,577,269,522,420,631,0.6115,REAL
122,577,269,523,421,630,0.5978,REAL
123,579,817,1051,89,153,0.5439,REAL
123,577,270,523,421,629,0.5986,REAL
124,579,793,1048,87,151,0.6314,REAL
124,577,270,524,421,630,0.6259,REAL
125,579,769,1046,88,152,0.6813,REAL
125,577,271,522,421,630,0.6027,REAL
126,579,747,1043,87,152,0.6314,REAL
126,577,271,523,420,629,0.6317,REAL
127,579,727,1040,86,151,0.6149,REAL
127,577,271,520,419,628,0.6485,REAL
128,579,709,1037,85,150,0.6875,REAL
128,577,272,518,418,628,0.657,REAL
129,579,690,1038,85,148,0.6018,REAL
129,577,274,516,415,629,0.6971,REAL
130,579,671,1037,85,149,0.5963,REAL
130,577,274,514,413,631,0.6992,REAL
131,579,654,1028,87,152,0.5067,REAL
131,577,275,512,410,631,0.7219,REAL
132,579,638,1024,88,153,0.5222,REAL
132,577,276,511,409,629,0.7157,REAL
133,579,624,1023,88,154,0.5724,REAL
133,577,278,510,408,629,0.7198,REAL
134,579,611,1020,92,157,0.499,REAL
134,577,278,511,408,627,0.7319,REAL
135,579,601,1021,91,156,0.4391,REAL
135,577,278,510,407,627,0.7396,REAL
136,579,593,1022,92,156,0.504,REAL
136,577,278,509,406,627,0.7244,REAL
137,579,586,1020,93,156,0.4491,REAL
137,577,278,509,407,627,0.7335,REAL
138,579,584,1020,93,157,0.5305,REAL
138,577,278,508,407,626,0.7307,REAL
139,579,585,1015,94,159,0.541,REAL
139,577,278,509,408,626,0.7237,REAL
140,579,588,1009,95,161,0.5777,REAL
140,577,277,509,409,625,0.7355,REAL
141,579,593,1001,95,165,0.5598,REAL
141,577,277,510,410,625,0.7359,REAL
142,579,598,995,97,165,0.3964,REAL
142,577,277,510,410,626,0.7421,REAL
143,579,601,988,98,167,0.4882,REAL
143,577,278,508,408,629,0.7196,REAL
144,579,604,981,98,168,0.5569,REAL
144,577,277,505,406,632,0.7398,REAL
145,579,609,971,98,168,0.4885,REAL
145,577,278,501,404,634,0.7249,REAL
146,579,614,964,97,168,0.4353,REAL
146,577,279,500,404,637,0.7355,REAL
147,579,620,951,97,166,0.4663,REAL
147,577,279,500,402,639,0.7404,REAL
148,579,629,937,95,171,0.3889,REAL
