frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,1,480,622,425,663,0.5115,REAL
1,2,100,1054,76,143,0.0718,FAKE
1,1,483,624,423,661,0.5197,REAL
2,2,100,1052,76,144,0.0763,FAKE
2,1,483,623,423,665,0.5234,REAL
3,1,485,623,422,669,0.5233,REAL
4,2,101,1048,77,147,0.09,FAKE
4,1,486,621,423,673,0.5249,REAL
5,2,102,1046,78,149,0.0981,FAKE
5,1,486,618,423,677,0.5309,REAL
6,2,104,1047,78,148,0.0976,FAKE
6,1,485,616,423,678,0.5265,REAL
7,2,105,1045,79,149,0.1059,FAKE
7,1,485,616,422,679,0.5325,REAL
8,2,106,1044,80,148,0.109,FAKE
8,1,485,616,422,678,0.5316,REAL
9,2,107,1043,81,147,0.1085,FAKE
9,1,486,617,421,677,0.5397,REAL
10,2,109,1043,81,146,0.104,FAKE
10,1,487,617,421,676,0.5346,REAL
11,2,110,1044,81,143,0.0954,FAKE
11,1,488,619,421,674,0.5341,REAL
12,2,112,1045,81,140,0.0864,FAKE
12,1,488,619,421,675,0.5277,REAL
13,2,114,1045,80,140,0.0901,FAKE
13,1,490,619,421,676,0.5318,REAL
14,2,115,1045,79,139,0.0876,FAKE
14,1,491,619,421,679,0.5361,REAL
15,2,116,1046,79,138,0.0891,FAKE
15,1,491,619,421,680,0.5372,REAL
16,2,117,1045,79,138,0.0838,FAKE
16,1,490,618,421,680,0.5337,REAL
17,2,117,1046,79,137,0.0825,FAKE
17,1,489,618,421,681,0.5344,REAL
18,2,117,1046,79,137,0.074,FAKE
18,1,487,619,422,681,0.5413,REAL
19,2,115,1046,79,137,0.0733,FAKE
19,1,485,620,422,680,0.5302,REAL
20,2,114,1046,80,136,0.0756,FAKE
20,1,483,620,422,678,0.5412,REAL
21,2,112,1046,81,135,0.0738,FAKE
21,1,482,619,422,678,0.5386,REAL
22,2,111,1046,81,136,0.0696,FAKE
22,1,478,620,422,678,0.5379,REAL
23,2,110,1046,80,136,0.0665,FAKE
23,1,476,618,423,678,0.5355,REAL
24,2,108,1046,80,137,0.0729,FAKE
24,1,474,618,423,677,0.5299,REAL
25,2,105,1046,80,138,0.0584,FAKE
25,1,472,620,423,674,0.515,REAL
26,2,103,1045,80,141,0.0722,FAKE
26,1,470,620,422,672,0.5256,REAL
27,2,100,1045,81,142,0.0783,FAKE
27,1,467,620,421,670,0.5246,REAL
28,2,97,1045,80,143,0.0913,FAKE
28,1,466,620,420,669,0.5312,REAL
29,2,95,1044,80,144,0.0878,FAKE
29,1,465,621,419,667,0.525,REAL
30,2,94,1044,79,145,0.089,FAKE
30,1,464,622,417,667,0.5266,REAL
31,2,92,1042,80,146,0.0924,FAKE
31,1,464,622,415,666,0.5368,REAL
32,2,90,1041,79,146,0.0941,FAKE
32,1,453,621,414,668,0.548,REAL
33,2,90,1041,79,146,0.0838,FAKE
33,1,448,621,413,668,0.5509,REAL
34,2,89,1040,78,145,0.0765,FAKE
34,1,445,619,413,667,0.5606,REAL
35,2,89,1040,78,144,0.0679,FAKE
35,1,445,619,413,665,0.5661,REAL
36,2,87,1039,77,144,0.0743,FAKE
36,1,444,619,413,665,0.5641,REAL
37,2,87,1039,77,143,0.0632,FAKE
37,1,443,619,413,662,0.5661,REAL
38,2,83,1040,77,143,0.0798,FAKE
38,1,442,619,412,662,0.5676,REAL
39,2,80,1041,77,143,0.0923,FAKE
39,1,441,619,412,661,0.5651,REAL
40,2,78,1041,78,142,0.0973,FAKE
40,1,440,618,412,660,0.566,REAL
41,2,77,1041,78,142,0.0967,FAKE
41,1,440,617,412,660,0.5699,REAL
42,2,76,1040,77,141,0.0964,FAKE
42,1,439,616,412,661,0.5723,REAL
43,2,74,1040,77,142,0.1051,FAKE
43,1,438,614,413,662,0.5728,REAL
44,2,72,1033,76,143,0.1105,FAKE
44,1,437,612,412,663,0.5788,REAL
45,2,70,1037,76,143,0.1209,FAKE
45,1,438,611,412,664,0.5784,REAL
46,2,70,1031,75,145,0.1145,FAKE
46,1,438,611,412,663,0.5832,REAL
47,2,67,1036,75,145,0.1401,FAKE
47,1,439,611,411,663,0.5831,REAL
48,2,68,1030,74,146,0.1342,FAKE
48,1,439,612,411,662,0.5793,REAL
49,2,67,1028,74,147,0.1359,FAKE
49,1,441,612,411,662,0.5794,REAL
50,2,70,1037,70,141,0.1116,FAKE
50,1,442,612,411,662,0.5846,REAL
51,2,73,1043,69,136,0.1029,FAKE
51,1,443,612,411,662,0.5872,REAL
52,2,74,1046,68,131,0.0985,FAKE
52,1,444,613,411,662,0.5862,REAL
53,2,76,1048,67,128,0.0812,FAKE
53,1,445,614,411,663,0.5859,REAL
54,2,76,1049,66,126,0.0825,FAKE
54,1,446,615,411,664,0.5893,REAL
