frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,576,480,707,395,598,0.5255,REAL
1,576,433,703,416,606,0.4314,REAL
2,576,420,702,425,604,0.3732,REAL
3,576,414,702,425,599,0.3998,REAL
4,576,406,706,427,595,0.461,REAL
5,576,399,707,426,589,0.4524,REAL
6,576,397,706,423,585,0.4577,REAL
7,576,394,704,420,578,0.4571,REAL
8,576,394,703,416,573,0.4272,REAL
9,576,390,702,417,570,0.4339,REAL
10,576,387,701,416,568,0.4348,REAL
11,576,385,700,413,569,0.4456,REAL
12,576,384,699,413,569,0.5014,REAL
13,576,384,700,412,569,0.5118,REAL
14,576,383,699,413,570,0.5507,REAL
15,576,383,697,414,572,0.5779,REAL
16,576,381,695,416,574,0.5851,REAL
17,576,382,696,416,575,0.6003,REAL
18,576,382,694,419,575,0.6499,REAL
19,576,382,696,420,578,0.6133,REAL
20,576,382,695,422,580,0.6151,REAL
21,576,382,697,424,582,0.6253,REAL
22,576,382,695,425,587,0.6362,REAL
23,576,382,696,425,592,0.6221,REAL
24,576,384,693,427,597,0.6477,REAL
25,576,387,691,427,600,0.6847,REAL
26,576,389,689,429,602,0.6583,REAL
27,576,392,688,429,606,0.6671,REAL
28,576,396,685,431,613,0.6735,REAL
29,576,402,684,431,620,0.6905,REAL
30,576,407,683,430,624,0.684,REAL
31,576,411,682,428,628,0.6865,REAL
32,576,415,680,428,632,0.6965,REAL
33,576,418,681,428,633,0.7089,REAL
34,576,418,681,430,636,0.6992,REAL
35,576,419,682,431,638,0.6935,REAL
36,576,420,681,432,640,0.7154,REAL
37,576,421,681,431,642,0.7149,REAL
38,576,422,682,431,644,0.7065,REAL
39,576,423,682,430,647,0.709,REAL
40,576,424,680,430,649,0.7184,REAL
41,576,425,678,430,655,0.6917,REAL
42,576,425,677,429,660,0.7095,REAL
43,576,426,674,428,666,0.7004,REAL
44,576,426,671,428,669,0.7223,REAL
45,576,426,670,429,671,0.7098,REAL
46,576,425,669,429,672,0.6968,REAL
47,576,423,666,427,671,0.6936,REAL
48,576,420,665,427,670,0.703,REAL
49,576,417,664,426,670,0.6956,REAL
50,576,414,663,425,668,0.6961,REAL
51,576,412,663,424,668,0.6976,REAL
52,576,408,663,422,667,0.6953,REAL
53,576,406,662,422,664,0.7028,REAL
54,576,402,664,422,660,0.689,REAL
55,576,400,667,421,657,0.7108,REAL
56,576,396,669,422,655,0.7188,REAL
57,576,393,671,422,652,0.7147,REAL
58,576,390,672,423,650,0.7191,REAL
59,576,389,673,423,647,0.7366,REAL
60,576,387,674,424,645,0.7294,REAL
61,576,387,677,424,642,0.7159,REAL
62,576,386,679,424,641,0.7306,REAL
63,576,386,680,424,640,0.7354,REAL
64,576,385,680,423,639,0.7214,REAL
65,576,386,681,424,638,0.7402,REAL
66,576,385,683,424,637,0.7254,REAL
67,576,383,684,425,637,0.716,REAL
68,576,383,684,424,637,0.6949,REAL
69,576,382,684,426,636,0.7075,REAL
70,576,381,682,428,635,0.707,REAL
71,576,381,681,428,634,0.6878,REAL
72,576,382,682,427,632,0.6837,REAL
73,576,382,681,427,630,0.6842,REAL
74,576,381,680,429,630,0.6946,REAL
75,576,380,680,430,629,0.6863,REAL
76,576,380,679,431,629,0.7013,REAL
77,576,380,679,431,629,0.711,REAL
78,576,380,678,430,630,0.7028,REAL
79,576,380,679,431,629,0.7078,REAL
80,576,379,678,432,629,0.6962,REAL
81,576,377,678,433,628,0.7138,REAL
82,576,376,677,433,627,0.7084,REAL
83,576,375,675,434,625,0.7128,REAL
84,576,374,673,435,625,0.7248,REAL
85,576,375,670,434,625,0.7343,REAL
86,576,374,670,435,625,0.732,REAL
87,576,374,670,435,625,0.734,REAL
88,576,374,671,435,624,0.7291,REAL
89,576,374,672,436,624,0.7278,REAL
90,576,375,673,436,623,0.722,REAL
91,576,375,674,436,621,0.7193,REAL
92,576,375,674,436,620,0.7069,REAL
93,576,375,675,436,621,0.7264,REAL
94,576,376,675,436,620,0.7328,REAL
95,576,377,676,435,621,0.7311,REAL
96,576,378,677,434,621,0.7226,REAL
97,576,378,677,433,621,0.7171,REAL
98,576,379,677,432,621,0.7138,REAL
99,576,379,677,431,621,0.7222,REAL
100,576,380,676,430,621,0.731,REAL
101,576,380,677,430,620,0.7202,REAL
102,576,380,676,431,620,0.7369,REAL
103,576,379,676,431,620,0.7327,REAL
104,576,379,675,431,621,0.7301,REAL
105,576,380,675,431,621,0.709,REAL
106,576,379,675,431,619,0.7078,REAL
107,576,380,675,431,618,0.692,REAL
108,576,379,673,431,618,0.7037,REAL
109,576,379,673,431,615,0.7017,REAL
110,576,378,673,431,614,0.7145,REAL
111,576,378,672,432,612,0.708,REAL
112,576,377,671,433,610,0.7128,REAL
113,576,377,671,433,610,0.7144,REAL
114,576,376,668,434,608,0.7076,REAL
115,576,374,668,434,605,0.6957,REAL
116,576,374,667,432,604,0.7016,REAL
117,576,374,665,430,602,0.7168,REAL
118,576,375,663,428,602,0.7123,REAL
119,576,364,664,423,600,0.6842,REAL
120,576,357,662,421,598,0.676,REAL
121,576,353,661,422,596,0.6834,REAL
122,576,349,658,424,596,0.7043,REAL
123,576,345,654,427,597,0.6868,REAL
124,576,342,650,427,599,0.689,REAL
125,576,341,646,428,601,0.6741,REAL
126,576,340,639,428,603,0.7115,REAL
127,576,340,634,430,605,0.7248,REAL
128,576,340,632,431,605,0.7436,REAL
129,576,340,630,431,606,0.7443,REAL
130,576,340,628,432,606,0.7454,REAL
131,576,341,627,433,606,0.7395,REAL
132,576,343,627,433,606,0.743,REAL
133,576,347,626,433,606,0.7426,REAL
134,576,350,625,432,607,0.7484,REAL
135,576,351,623,431,608,0.7292,REAL
136,576,353,618,431,609,0.7374,REAL
137,576,353,615,431,609,0.7295,REAL
138,576,354,613,431,606,0.7213,REAL
139,576,353,610,433,606,0.7261,REAL
140,576,353,605,433,605,0.7295,REAL
141,576,354,602,433,601,0.7223,REAL
142,576,368,598,426,603,0.7495,REAL
143,576,376,595,420,604,0.7432,REAL
144,576,379,594,416,603,0.7453,REAL
145,576,382,571,413,613,0.7343,REAL
146,576,384,561,411,618,0.767,REAL
147,576,383,557,411,622,0.7603,REAL
148,576,384,555,410,623,0.7536,REAL
149,576,384,555,408,624,0.7653,REAL
150,576,386,555,405,625,0.7602,REAL
151,576,386,555,404,625,0.7636,REAL
152,576,387,555,402,625,0.7769,REAL
153,576,388,556,401,626,0.7689,REAL
154,576,388,557,401,626,0.7642,REAL
155,576,388,556,401,627,0.7725,REAL
156,576,388,556,400,626,0.7585,REAL
157,576,388,557,400,625,0.7658,REAL
158,576,387,558,401,624,0.7592,REAL
159,576,388,580,401,613,0.7421,REAL
160,576,389,568,402,616,0.77,REAL
161,576,388,587,404,606,0.7693,REAL
162,576,388,595,405,602,0.749,REAL
163,576,387,598,406,599,0.7296,REAL
164,576,388,601,405,596,0.7355,REAL
165,576,388,601,406,594,0.7252,REAL
166,576,387,601,406,593,0.7207,REAL
167,576,387,602,406,592,0.7069,REAL
168,576,387,602,406,592,0.726,REAL
169,576,386,602,406,591,0.7107,REAL
170,576,386,603,406,589,0.72,REAL
171,576,385,603,406,589,0.7181,REAL
172,576,386,603,405,590,0.7301,REAL
173,576,386,603,405,591,0.7138,REAL
174,576,386,602,405,590,0.7158,REAL
175,576,386,601,406,591,0.7234,REAL
176,576,385,601,407,592,0.7331,REAL
177,576,386,601,407,592,0.7264,REAL
178,576,387,601,407,593,0.7155,REAL
179,576,387,577,409,606,0.7441,REAL
180,576,387,589,409,603,0.7537,REAL
181,576,388,595,409,601,0.7562,REAL
182,576,387,597,410,600,0.7432,REAL
183,576,389,574,410,612,0.7536,REAL
184,576,388,587,410,608,0.7309,REAL
185,576,389,568,412,616,0.765,REAL
186,576,390,560,412,622,0.7761,REAL
187,576,390,556,412,627,0.7856,REAL
188,576,390,553,412,631,0.785,REAL
189,576,390,552,412,635,0.7932,REAL
190,576,390,551,412,637,0.8007,REAL
191,576,392,550,412,639,0.805,REAL
192,576,392,548,413,640,0.793,REAL
193,576,392,548,414,641,0.7956,REAL
194,576,392,549,414,641,0.8058,REAL
195,576,393,548,415,641,0.7963,REAL
196,576,393,548,415,640,0.7984,REAL
197,576,394,547,414,641,0.81,REAL
198,576,395,545,414,641,0.8012,REAL
199,576,394,545,413,642,0.8107,REAL
200,576,393,545,413,642,0.7927,REAL
201,576,392,544,413,642,0.7936,REAL
202,576,392,544,413,641,0.7833,REAL
203,576,391,545,414,639,0.7873,REAL
204,576,390,544,415,639,0.7858,REAL
205,576,390,542,416,640,0.8048,REAL
206,576,390,542,417,641,0.7988,REAL
207,576,390,541,417,643,0.8069,REAL
208,576,389,541,417,643,0.8057,REAL
209,576,389,541,418,643,0.8144,REAL
210,576,389,542,418,643,0.7816,REAL
211,576,388,542,418,642,0.7709,REAL
212,576,388,541,418,642,0.7807,REAL
213,576,389,541,417,641,0.7816,REAL
214,576,389,542,417,640,0.7734,REAL
215,576,388,542,417,639,0.7742,REAL
216,576,387,541,418,640,0.782,REAL
217,576,387,542,418,640,0.7689,REAL
218,576,388,541,418,639,0.7595,REAL
219,576,387,540,419,639,0.768,REAL
220,576,385,540,420,639,0.7778,REAL
221,576,386,541,421,636,0.7743,REAL
222,576,386,540,421,634,0.7761,REAL
223,576,386,541,420,631,0.7657,REAL
224,576,386,541,419,630,0.7659,REAL
225,576,386,540,419,630,0.7747,REAL
226,576,387,539,419,630,0.7709,REAL
227,576,386,537,420,629,0.7734,REAL
228,576,385,538,421,628,0.7688,REAL
229,576,384,539,421,628,0.7605,REAL
230,576,383,538,422,627,0.7707,REAL
231,576,382,538,423,627,0.7739,REAL
232,576,382,539,423,627,0.7793,REAL
233,576,382,540,424,626,0.7713,REAL
234,576,382,540,424,627,0.7723,REAL
235,576,383,540,424,627,0.7748,REAL
236,576,384,539,424,627,0.7634,REAL
237,576,384,537,425,628,0.7712,REAL
238,576,385,535,425,628,0.7722,REAL
239,576,385,536,425,627,0.7511,REAL
240,576,384,533,427,627,0.7637,REAL
241,576,383,533,428,627,0.757,REAL
242,576,383,533,428,625,0.7595,REAL
243,576,383,535,427,625,0.7497,REAL
244,576,383,537,427,625,0.7556,REAL
245,576,383,538,426,625,0.7587,REAL
246,576,383,541,426,626,0.7527,REAL
247,576,382,543,425,627,0.7513,REAL
248,576,382,545,425,630,0.7503,REAL
249,576,382,547,424,634,0.7627,REAL
250,576,381,546,426,638,0.7748,REAL
251,576,380,546,427,645,0.7907,REAL
252,576,379,570,427,637,0.7146,REAL
253,576,379,581,428,634,0.7126,REAL
254,576,380,586,428,632,0.6936,REAL
255,576,380,589,429,631,0.6927,REAL
256,576,380,589,431,631,0.687,REAL
257,576,380,590,431,629,0.6881,REAL
258,576,380,591,432,629,0.697,REAL
259,576,379,594,432,626,0.6922,REAL
260,576,378,596,433,625,0.6764,REAL
261,576,378,599,433,623,0.7082,REAL
262,576,378,604,435,621,0.711,REAL
263,576,376,610,436,619,0.6898,REAL
264,576,374,613,438,620,0.6844,REAL
265,576,372,617,440,621,0.6839,REAL
266,576,373,619,440,623,0.6919,REAL
267,576,373,618,441,625,0.6793,REAL
268,576,373,616,441,625,0.6767,REAL
269,576,374,615,441,625,0.6526,REAL
270,576,373,614,441,624,0.6591,REAL
271,576,373,615,441,626,0.6773,REAL
272,576,373,614,441,628,0.6646,REAL
273,576,374,614,442,627,0.6464,REAL
274,576,373,612,443,627,0.6474,REAL
275,576,375,612,442,628,0.647,REAL
276,576,374,611,442,631,0.6447,REAL
277,576,374,611,443,634,0.6888,REAL
278,576,373,610,443,635,0.705,REAL
279,576,374,609,442,636,0.706,REAL
280,576,374,609,443,636,0.688,REAL
281,576,375,607,443,637,0.6861,REAL
282,576,375,606,442,636,0.6703,REAL
283,576,375,605,442,637,0.6927,REAL
284,576,375,605,442,638,0.6822,REAL
285,576,374,606,442,638,0.6906,REAL
286,576,373,606,442,638,0.6851,REAL
287,576,372,605,443,638,0.6974,REAL
288,576,371,603,444,637,0.7001,REAL
289,576,371,603,443,637,0.7155,REAL
290,576,371,604,444,636,0.7167,REAL
291,576,371,603,444,637,0.7126,REAL
292,576,372,602,443,637,0.7014,REAL
293,576,372,604,443,636,0.7085,REAL
294,576,373,604,443,636,0.7141,REAL
295,576,375,604,442,635,0.6902,REAL
296,576,375,604,443,634,0.6821,REAL
297,576,376,603,444,634,0.7009,REAL
298,576,376,601,445,634,0.7166,REAL
299,576,376,600,445,633,0.7085,REAL
300,576,377,599,445,633,0.7227,REAL
301,576,377,600,445,633,0.7064,REAL
302,576,378,601,445,631,0.6884,REAL
303,576,379,601,445,631,0.6892,REAL
304,576,380,599,445,631,0.7084,REAL
305,576,379,599,445,631,0.7132,REAL
306,576,379,600,445,630,0.6985,REAL
307,576,378,601,446,630,0.6638,REAL
308,576,378,600,447,631,0.6648,REAL
309,576,379,599,446,631,0.6437,REAL
310,576,381,600,446,630,0.6564,REAL
311,576,382,602,447,630,0.6549,REAL
312,576,383,601,448,631,0.6597,REAL
