frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,574,238,602,497,618,0.4479,REAL
1,574,240,601,496,619,0.4456,REAL
2,574,262,607,484,612,0.4352,REAL
3,574,268,608,480,612,0.4386,REAL
4,574,270,607,479,612,0.4313,REAL
5,574,271,605,480,613,0.4284,REAL
6,574,272,603,480,613,0.4221,REAL
7,574,272,603,483,614,0.4367,REAL
8,574,273,601,484,615,0.4448,REAL
9,574,274,601,485,616,0.4493,REAL
10,574,273,599,486,617,0.4466,REAL
11,574,269,597,488,618,0.4391,REAL
12,574,266,597,489,616,0.4376,REAL
13,574,263,598,490,614,0.4374,REAL
14,574,247,598,495,612,0.432,REAL
15,574,238,597,499,610,0.4327,REAL
16,574,233,595,502,608,0.4452,REAL
17,574,230,595,502,607,0.4409,REAL
18,574,228,595,502,607,0.4412,REAL
19,574,230,571,500,613,0.4479,REAL
20,574,229,561,498,618,0.4601,REAL
21,574,228,557,498,620,0.4609,REAL
22,574,227,555,496,621,0.4618,REAL
23,574,226,552,496,623,0.4656,REAL
24,574,224,550,496,624,0.4647,REAL
25,574,223,550,497,624,0.462,REAL
26,574,220,548,496,625,0.4668,REAL
27,574,218,546,495,625,0.4684,REAL
28,574,216,541,493,627,0.4667,REAL
29,574,213,533,492,631,0.4729,REAL
30,574,209,529,490,634,0.4717,REAL
31,574,208,522,488,637,0.4715,REAL
32,574,204,515,487,639,0.4727,REAL
33,574,201,511,487,640,0.4711,REAL
34,574,198,504,487,643,0.4717,REAL
35,574,194,496,488,647,0.4756,REAL
36,574,191,491,490,647,0.4857,REAL
37,574,187,488,491,647,0.4943,REAL
38,574,184,487,492,643,0.4818,REAL
39,574,180,487,492,638,0.4833,REAL
40,574,178,491,491,632,0.4656,REAL
41,574,177,492,490,627,0.462,REAL
42,574,161,492,496,623,0.4755,REAL
43,574,152,491,501,620,0.4722,REAL
44,574,148,488,503,622,0.4831,REAL
45,574,146,486,505,624,0.4923,REAL
46,574,144,484,507,624,0.489,REAL
47,574,143,482,507,625,0.4802,REAL
48,574,143,480,508,625,0.4762,REAL
49,574,142,481,509,623,0.4629,REAL
50,574,143,482,509,620,0.4601,REAL
51,574,143,484,510,618,0.4602,REAL
52,574,144,485,510,616,0.4515,REAL
53,574,146,489,510,614,0.4459,REAL
54,574,146,490,510,611,0.4457,REAL
55,574,147,490,509,610,0.4492,REAL
56,574,146,491,510,609,0.4472,REAL
57,574,145,493,509,608,0.4451,REAL
58,574,145,494,508,607,0.4431,REAL
59,574,142,494,507,607,0.4448,REAL
60,574,140,492,506,607,0.4534,REAL
61,574,138,492,504,606,0.4441,REAL
62,574,136,493,502,606,0.4516,REAL
63,574,137,494,500,605,0.4533,REAL
64,574,136,494,498,605,0.4489,REAL
65,574,137,496,495,604,0.4534,REAL
66,574,138,496,493,604,0.4556,REAL
67,574,140,500,491,603,0.4397,REAL
68,574,141,500,489,604,0.4574,REAL
69,574,142,503,487,603,0.4653,REAL
70,575,996,880,75,345,0.0333,FAKE
70,574,142,506,486,602,0.4478,REAL
71,575,982,882,88,357,0.0455,FAKE
71,574,142,508,484,603,0.4508,REAL
72,575,967,889,102,357,0.0386,FAKE
72,574,140,509,483,604,0.4473,REAL
73,575,953,892,116,354,0.062,FAKE
73,574,138,511,482,606,0.4494,REAL
74,575,939,897,129,351,0.0747,FAKE
74,574,136,512,480,607,0.4569,REAL
75,575,921,902,145,346,0.0824,FAKE
75,574,136,516,477,606,0.4519,REAL
76,575,905,899,162,354,0.0858,FAKE
76,574,132,521,476,602,0.4372,REAL
77,575,890,898,178,357,0.0864,FAKE
77,574,125,526,477,599,0.446,REAL
78,575,872,896,194,357,0.0956,FAKE
78,574,116,526,479,598,0.4661,REAL
79,575,851,899,205,352,0.0898,FAKE
79,574,108,526,479,598,0.4605,REAL
80,575,831,900,214,347,0.0863,FAKE
80,574,102,525,479,600,0.4609,REAL
81,575,813,898,217,347,0.11,FAKE
81,574,98,526,481,602,0.4814,REAL
82,575,793,898,222,342,0.0883,FAKE
82,574,83,529,485,599,0.4774,REAL
83,575,773,897,222,342,0.0943,FAKE
83,574,76,531,487,597,0.4781,REAL
84,575,756,897,223,338,0.0988,FAKE
84,574,73,532,489,596,0.4816,REAL
85,575,738,895,222,338,0.1078,FAKE
85,574,71,532,489,594,0.4836,REAL
86,575,725,893,221,340,0.1026,FAKE
86,574,72,533,489,593,0.4848,REAL
87,575,710,895,221,336,0.0982,FAKE
87,574,74,536,489,589,0.4927,REAL
88,575,694,896,221,335,0.0976,FAKE
88,574,88,536,486,589,0.4907,REAL
89,575,683,897,218,336,0.1162,FAKE
89,574,98,539,482,587,0.4803,REAL
90,575,670,899,217,334,0.1128,FAKE
90,574,108,543,478,588,0.471,REAL
91,575,659,900,215,332,0.123,FAKE
91,574,119,553,472,586,0.429,REAL
92,575,648,900,213,332,0.1237,FAKE
92,574,132,557,465,587,0.4389,REAL
93,575,643,901,211,331,0.1297,FAKE
93,574,144,562,460,587,0.4188,REAL
94,575,633,903,211,328,0.1085,FAKE
94,574,155,565,454,589,0.4082,REAL
95,575,625,906,211,324,0.1004,FAKE
95,574,164,569,451,590,0.3678,REAL
96,575,618,910,212,321,0.117,FAKE
96,574,172,570,448,592,0.4158,REAL
97,575,612,913,211,320,0.1224,FAKE
97,574,176,571,445,595,0.3966,REAL
98,575,607,915,209,319,0.1282,FAKE
98,574,178,571,442,596,0.3716,REAL
99,575,604,918,208,316,0.1145,FAKE
99,574,179,573,440,596,0.3624,REAL
100,575,601,919,208,315,0.118,FAKE
100,574,179,573,439,595,0.3823,REAL
101,575,594,916,208,317,0.1182,FAKE
101,574,179,574,437,596,0.3865,REAL
102,575,591,911,208,319,0.12,FAKE
102,574,179,572,435,598,0.3982,REAL
103,575,590,909,209,320,0.1201,FAKE
103,574,180,572,434,599,0.3972,REAL
104,575,590,906,209,321,0.1156,FAKE
104,574,181,572,432,600,0.3938,REAL
105,575,591,905,210,321,0.0967,FAKE
105,574,182,572,431,599,0.3908,REAL
106,575,599,906,208,321,0.1017,FAKE
106,574,183,573,430,596,0.3896,REAL
107,575,606,907,205,321,0.1014,FAKE
107,574,185,575,430,594,0.3854,REAL
108,575,613,906,204,319,0.103,FAKE
108,574,185,575,431,592,0.4011,REAL
109,575,622,905,204,318,0.0875,FAKE
109,574,186,576,432,589,0.3996,REAL
110,575,631,904,205,315,0.079,FAKE
110,574,187,577,433,588,0.4062,REAL
111,575,645,908,205,314,0.0613,FAKE
111,574,188,579,434,586,0.4019,REAL
112,575,658,909,205,311,0.0524,FAKE
112,574,188,579,435,586,0.4042,REAL
113,575,671,909,207,309,0.0459,FAKE
113,574,198,598,435,579,0.4093,REAL
114,575,689,914,207,306,0.0637,FAKE
114,574,203,608,434,573,0.4121,REAL
115,575,708,915,208,302,0.0651,FAKE
115,574,204,612,436,569,0.4216,REAL
116,575,727,914,206,301,0.0694,FAKE
116,574,205,614,437,566,0.4258,REAL
117,575,743,914,206,299,0.071,FAKE
117,574,205,615,438,563,0.4392,REAL
118,575,757,910,206,298,0.081,FAKE
118,574,203,617,441,560,0.4398,REAL
119,575,772,909,206,300,0.0801,FAKE
119,574,202,599,440,564,0.4428,REAL
120,575,785,909,207,299,0.0847,FAKE
120,574,190,589,444,568,0.4431,REAL
121,575,797,907,207,298,0.0899,FAKE
121,574,182,585,447,570,0.4492,REAL
122,575,805,904,208,297,0.0968,FAKE
122,574,176,579,448,574,0.4579,REAL
123,575,816,902,206,302,0.0951,FAKE
123,574,171,576,448,578,0.4567,REAL
124,575,823,898,204,305,0.1055,FAKE
124,574,165,572,447,582,0.4623,REAL
125,575,829,898,204,304,0.1122,FAKE
125,574,162,572,445,585,0.4661,REAL
126,575,834,898,204,303,0.1155,FAKE
126,574,157,571,443,586,0.4708,REAL
127,575,836,898,204,302,0.112,FAKE
127,574,152,571,443,588,0.4753,REAL
128,575,838,900,204,301,0.1226,FAKE
128,574,146,571,445,590,0.4739,REAL
129,575,839,901,203,300,0.1306,FAKE
129,574,141,572,446,590,0.4694,REAL
130,575,839,902,202,299,0.1387,FAKE
130,574,136,572,447,591,0.476,REAL
131,575,838,903,200,298,0.1382,FAKE
131,574,132,573,449,590,0.481,REAL
132,575,836,903,199,299,0.1379,FAKE
132,574,130,571,450,591,0.4792,REAL
133,575,833,903,197,299,0.1274,FAKE
133,574,128,571,451,590,0.4789,REAL
134,575,832,907,191,295,0.1185,FAKE
134,574,129,570,450,590,0.4808,REAL
