frame_number,track_id,x,y,w,h,spoof_score,spoof_label
20,37,456,155,77,107,0.5761,REAL
20,36,125,132,81,102,0.5361,REAL
21,37,456,155,77,106,0.5584,REAL
21,36,126,132,80,101,0.5889,REAL
22,37,456,155,76,106,0.5536,REAL
22,36,126,133,80,100,0.5826,REAL
23,37,456,156,76,106,0.5265,REAL
23,36,127,133,79,100,0.5842,REAL
24,37,456,156,76,107,0.501,REAL
24,36,128,132,79,101,0.5712,REAL
25,37,456,156,76,108,0.519,REAL
25,36,127,131,79,101,0.5718,REAL
26,37,456,156,76,109,0.496,REAL
26,36,128,130,79,102,0.5723,REAL
27,37,457,155,76,108,0.5029,REAL
27,36,128,128,79,100,0.6239,REAL
28,37,457,152,76,108,0.4756,REAL
28,36,128,128,78,97,0.627,REAL
29,37,457,150,76,107,0.5125,REAL
29,36,128,127,79,97,0.654,REAL
30,37,457,149,75,107,0.4773,REAL
30,36,128,127,79,97,0.6555,REAL
31,37,457,149,75,107,0.4585,REAL
31,36,128,131,79,99,0.5715,REAL
32,37,459,152,75,110,0.5186,REAL
32,36,128,132,79,101,0.5035,REAL
33,37,459,152,75,112,0.4797,REAL
33,36,128,132,78,102,0.473,REAL
34,37,459,149,75,111,0.5125,REAL
34,36,128,131,78,103,0.4777,REAL
35,37,460,148,74,111,0.5167,REAL
35,36,128,131,78,103,0.4697,REAL
36,37,460,148,74,111,0.4827,REAL
36,36,128,130,78,104,0.485,REAL
37,37,459,149,74,111,0.4579,REAL
37,36,129,130,78,102,0.5478,REAL
38,37,459,149,75,108,0.5315,REAL
38,36,128,128,78,99,0.6373,REAL
39,37,457,150,76,105,0.4741,REAL
39,36,128,127,78,96,0.641,REAL
40,37,457,150,77,103,0.4693,REAL
40,36,128,126,79,94,0.6289,REAL
41,37,457,150,76,103,0.5289,REAL
41,36,128,126,79,94,0.5932,REAL
42,37,457,149,77,104,0.4984,REAL
42,36,128,127,79,93,0.6149,REAL
43,37,456,149,77,104,0.4944,REAL
43,36,128,127,79,92,0.5969,REAL
44,37,455,151,78,104,0.5025,REAL
44,36,128,130,79,95,0.6349,REAL
45,37,455,152,78,104,0.5121,REAL
45,36,128,131,78,97,0.5978,REAL
46,37,455,154,78,104,0.5086,REAL
46,36,128,131,78,98,0.6144,REAL
47,37,455,153,79,103,0.5485,REAL
47,36,127,129,79,96,0.6619,REAL
48,37,455,153,79,102,0.5369,REAL
48,36,126,129,80,95,0.6773,REAL
49,37,457,152,78,103,0.4441,REAL
49,36,124,128,80,96,0.6807,REAL
50,37,458,151,77,104,0.4795,REAL
50,36,124,128,80,96,0.6874,REAL
51,37,459,154,77,106,0.4114,REAL
51,36,123,128,80,96,0.6043,REAL
52,37,460,155,77,108,0.4137,REAL
52,36,122,129,80,97,0.5808,REAL
53,37,461,154,77,110,0.408,REAL
53,36,120,128,80,96,0.5975,REAL
54,37,461,150,76,110,0.46,REAL
54,36,119,128,80,96,0.6174,REAL
55,37,461,149,76,110,0.4249,REAL
55,36,119,127,80,96,0.6568,REAL
56,37,463,148,77,109,0.4832,REAL
56,36,118,127,80,96,0.6466,REAL
57,37,465,148,77,109,0.5026,REAL
57,36,118,127,80,96,0.6388,REAL
58,37,466,151,79,110,0.4427,REAL
58,36,118,130,80,97,0.6734,REAL
59,37,470,156,78,109,0.4565,REAL
59,36,116,134,81,100,0.6675,REAL
60,38,300,276,64,66,0.301,REAL
60,37,471,159,78,108,0.4751,REAL
60,36,116,134,82,102,0.5176,REAL
61,38,304,269,59,65,0.4512,REAL
61,37,472,169,78,109,0.4178,REAL
61,36,115,141,82,104,0.564,REAL
62,38,309,267,56,64,0.3778,REAL
62,37,477,184,79,108,0.4043,REAL
62,36,114,148,83,104,0.5778,REAL
63,38,313,272,54,65,0.3355,REAL
63,37,480,212,79,106,0.4881,REAL
63,36,112,155,82,105,0.5555,REAL
64,38,314,285,53,67,0.2687,REAL
64,37,483,236,75,102,0.7369,REAL
64,36,112,160,82,106,0.4352,REAL
65,38,315,290,53,67,0.291,REAL
65,37,485,246,72,98,0.7666,REAL
65,36,112,161,83,106,0.4263,REAL
66,38,314,303,51,60,0.3275,REAL
66,36,114,159,82,106,0.3782,REAL
67,38,314,308,50,55,0.269,REAL
67,36,115,157,82,107,0.4352,REAL
68,38,314,306,51,56,0.202,FAKE
68,36,116,148,82,106,0.3292,REAL
69,38,314,291,50,58,0.3685,REAL
69,36,117,136,82,105,0.454,REAL
70,38,316,275,50,60,0.4028,REAL
70,36,117,132,82,103,0.4494,REAL
71,38,320,263,49,59,0.2992,REAL
71,36,119,136,82,104,0.6316,REAL
72,38,324,257,48,59,0.3115,REAL
72,36,120,152,81,104,0.5133,REAL
73,38,325,255,48,60,0.2774,REAL
73,36,120,158,81,105,0.4809,REAL
74,38,327,257,47,58,0.2351,FAKE
74,36,120,172,79,104,0.572,REAL
75,38,328,255,46,56,0.2547,REAL
75,36,120,176,79,102,0.6772,REAL
76,38,326,256,46,54,0.2339,FAKE
76,36,122,170,76,99,0.6315,REAL
77,38,323,257,46,53,0.2481,FAKE
77,36,123,160,74,96,0.6742,REAL
78,38,323,257,45,52,0.2669,REAL
78,36,124,156,72,94,0.7217,REAL
79,38,322,254,45,50,0.2246,FAKE
79,36,130,153,69,91,0.6355,REAL
80,38,321,240,44,49,0.229,FAKE
80,36,137,153,65,86,0.7964,REAL
81,36,144,145,62,82,0.7522,REAL
82,36,149,129,59,77,0.8311,REAL
83,36,152,124,57,74,0.8171,REAL
84,42,319,181,40,44,0.4635,REAL
84,36,156,115,55,72,0.7291,REAL
85,42,319,177,39,42,0.3155,REAL
85,36,160,112,54,71,0.7692,REAL
86,42,319,172,38,42,0.3393,REAL
86,36,164,121,53,68,0.7707,REAL
87,42,319,167,38,43,0.3145,REAL
87,36,166,126,53,65,0.778,REAL
88,42,319,166,38,43,0.2886,REAL
88,36,167,128,53,64,0.75,REAL
89,42,318,166,38,44,0.2809,REAL
89,36,172,123,52,62,0.8681,REAL
90,47,596,177,13,15,0.168,FAKE
90,42,319,169,37,44,0.2104,FAKE
90,36,177,114,51,63,0.7876,REAL
91,47,592,173,13,14,0.1476,FAKE
91,42,319,172,36,43,0.212,FAKE
91,36,180,106,50,64,0.9015,REAL
92,47,589,171,13,14,0.1765,FAKE
92,42,318,170,35,41,0.2449,FAKE
92,36,184,104,49,64,0.8729,REAL
93,47,588,170,13,15,0.1727,FAKE
93,42,318,169,35,40,0.219,FAKE
93,36,186,103,48,64,0.8569,REAL
94,49,518,169,16,16,0.1947,FAKE
94,47,584,170,14,14,0.2059,FAKE
94,42,318,161,34,40,0.1935,FAKE
94,36,188,107,48,64,0.6652,REAL
95,50,156,146,23,28,0.1965,FAKE
95,49,513,164,15,16,0.1945,FAKE
95,47,579,168,14,14,0.2145,FAKE
95,42,319,151,34,39,0.1976,FAKE
95,36,190,108,47,63,0.6357,REAL
96,50,158,139,22,27,0.1705,FAKE
96,49,508,160,15,15,0.1988,FAKE
96,47,574,165,13,13,0.1823,FAKE
96,42,322,145,34,38,0.1979,FAKE
96,36,190,103,47,62,0.5733,REAL
97,50,164,134,22,26,0.1723,FAKE
97,49,504,157,15,15,0.201,FAKE
97,47,570,160,13,13,0.1946,FAKE
97,42,323,141,33,37,0.2091,FAKE
97,36,191,101,46,59,0.7463,REAL
98,50,165,132,22,26,0.2255,FAKE
98,49,502,156,14,15,0.1786,FAKE
98,47,568,159,13,13,0.1595,FAKE
98,42,324,140,33,37,0.2038,FAKE
98,36,192,101,45,57,0.7518,REAL
99,50,168,133,23,25,0.3225,REAL
99,49,499,156,14,15,0.1953,FAKE
99,47,565,157,13,13,0.1827,FAKE
99,42,322,143,33,35,0.2049,FAKE
99,36,193,102,43,55,0.7759,REAL
100,49,494,158,13,14,0.1939,FAKE
100,47,561,155,13,13,0.1777,FAKE
100,42,323,144,31,33,0.1975,FAKE
100,36,196,106,42,53,0.744,REAL
101,49,493,157,13,15,0.1696,FAKE
101,47,558,154,13,13,0.1876,FAKE
101,42,321,143,32,34,0.2221,FAKE
101,36,199,110,42,51,0.6051,REAL
102,49,491,154,14,15,0.1519,FAKE
102,47,555,154,12,13,0.1674,FAKE
102,42,317,145,32,36,0.1948,FAKE
102,36,202,110,41,51,0.4098,REAL
103,53,619,161,19,25,0.2098,FAKE
