frame_number,track_id,x,y,w,h,spoof_score,spoof_label
20,37,456,155,77,107,0.0843,FAKE
20,36,125,132,81,102,0.3338,REAL
21,37,456,155,77,106,0.0848,FAKE
21,36,126,132,80,101,0.3174,REAL
22,37,456,155,76,106,0.0825,FAKE
22,36,126,133,80,100,0.3263,REAL
23,37,456,156,76,106,0.0828,FAKE
23,36,127,133,79,100,0.3361,REAL
24,37,456,156,76,107,0.0914,FAKE
24,36,128,132,79,101,0.3255,REAL
25,37,456,156,76,108,0.0896,FAKE
25,36,127,131,79,101,0.3182,REAL
26,37,456,156,76,109,0.0948,FAKE
26,36,128,130,79,102,0.3203,REAL
27,37,457,155,76,108,0.0946,FAKE
27,36,128,128,79,100,0.3238,REAL
28,37,457,152,76,108,0.0853,FAKE
28,36,128,128,78,97,0.3328,REAL
29,37,457,150,76,107,0.0847,FAKE
29,36,128,127,79,97,0.3383,REAL
30,37,457,149,75,107,0.0876,FAKE
30,36,128,127,79,97,0.3379,REAL
31,37,457,149,75,107,0.0749,FAKE
31,36,128,131,79,99,0.3549,REAL
32,37,459,152,75,110,0.0934,FAKE
32,36,128,132,79,101,0.3486,REAL
33,37,459,152,75,112,0.097,FAKE
33,36,128,132,78,102,0.3436,REAL
34,37,459,149,75,111,0.0954,FAKE
34,36,128,131,78,103,0.3374,REAL
35,37,460,148,74,111,0.0963,FAKE
35,36,128,131,78,103,0.3401,REAL
36,37,460,148,74,111,0.09,FAKE
36,36,128,130,78,104,0.3502,REAL
37,37,459,149,74,111,0.0787,FAKE
37,36,129,130,78,102,0.3263,REAL
38,37,459,149,75,108,0.0996,FAKE
38,36,128,128,78,99,0.3391,REAL
39,37,457,150,76,105,0.1006,FAKE
39,36,128,127,78,96,0.3447,REAL
40,37,457,150,77,103,0.0886,FAKE
40,36,128,126,79,94,0.3445,REAL
41,37,457,150,76,103,0.0904,FAKE
41,36,128,126,79,94,0.3209,REAL
42,37,457,149,77,104,0.095,FAKE
42,36,128,127,79,93,0.336,REAL
43,37,456,149,77,104,0.1186,FAKE
43,36,128,127,79,92,0.3302,REAL
44,37,455,151,78,104,0.0984,FAKE
44,36,128,130,79,95,0.3499,REAL
45,37,455,152,78,104,0.0969,FAKE
45,36,128,131,78,97,0.3494,REAL
46,37,455,154,78,104,0.0985,FAKE
46,36,128,131,78,98,0.3452,REAL
47,37,455,153,79,103,0.0997,FAKE
47,36,127,129,79,96,0.3514,REAL
48,37,455,153,79,102,0.1006,FAKE
48,36,126,129,80,95,0.3534,REAL
49,37,457,152,78,103,0.104,FAKE
49,36,124,128,80,96,0.3447,REAL
50,37,458,151,77,104,0.1042,FAKE
50,36,124,128,80,96,0.3455,REAL
51,37,459,154,77,106,0.1127,FAKE
51,36,123,128,80,96,0.3357,REAL
52,37,460,155,77,108,0.1475,FAKE
52,36,122,129,80,97,0.3554,REAL
53,37,461,154,77,110,0.1292,FAKE
53,36,120,128,80,96,0.3651,REAL
54,37,461,150,76,110,0.1372,FAKE
54,36,119,128,80,96,0.3596,REAL
55,37,461,149,76,110,0.1344,FAKE
55,36,119,127,80,96,0.3571,REAL
56,37,463,148,77,109,0.122,FAKE
56,36,118,127,80,96,0.3542,REAL
57,37,465,148,77,109,0.1191,FAKE
57,36,118,127,80,96,0.3517,REAL
58,37,466,151,79,110,0.1118,FAKE
58,36,118,130,80,97,0.3775,REAL
59,37,470,156,78,109,0.0959,FAKE
59,36,116,134,81,100,0.394,REAL
60,38,300,276,64,66,0.0105,FAKE
60,37,471,159,78,108,0.0991,FAKE
60,36,116,134,82,102,0.4092,REAL
61,38,304,269,59,65,0.0245,FAKE
61,37,472,169,78,109,0.0885,FAKE
61,36,115,141,82,104,0.4014,REAL
62,38,309,267,56,64,0.0233,FAKE
62,37,477,184,79,108,0.0761,FAKE
62,36,114,148,83,104,0.4116,REAL
63,38,313,272,54,65,0.0254,FAKE
