frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,573,319,473,411,633,0.2719,REAL
1,573,318,473,411,633,0.2752,REAL
2,573,318,472,410,633,0.2841,REAL
3,573,318,472,409,632,0.2853,REAL
4,573,321,473,406,631,0.29,REAL
5,573,321,470,406,632,0.2876,REAL
6,573,322,469,405,632,0.2963,REAL
7,573,323,468,405,632,0.2947,REAL
8,573,324,467,404,630,0.2979,REAL
9,573,324,466,403,631,0.301,REAL
10,573,323,466,403,631,0.3,REAL
11,573,321,467,404,632,0.2931,REAL
12,573,318,467,405,631,0.2949,REAL
13,573,317,468,405,631,0.2935,REAL
14,573,317,468,405,630,0.3007,REAL
15,573,314,467,405,630,0.2899,REAL
16,573,313,466,403,629,0.3005,REAL
17,573,314,463,402,628,0.2987,REAL
18,573,316,461,400,626,0.3001,REAL
19,573,319,461,399,625,0.2882,REAL
20,573,322,458,397,624,0.2951,REAL
21,573,325,457,394,622,0.3133,REAL
22,573,328,457,393,621,0.3023,REAL
23,573,330,458,393,620,0.287,REAL
24,573,333,458,393,620,0.2783,REAL
25,573,338,458,393,620,0.2853,REAL
26,573,342,460,392,620,0.2894,REAL
27,573,346,462,392,619,0.287,REAL
28,573,350,464,392,618,0.2907,REAL
29,573,354,464,390,617,0.2989,REAL
30,573,358,464,388,616,0.319,REAL
31,573,361,464,386,614,0.3105,REAL
32,573,364,463,384,614,0.313,REAL
33,573,365,463,385,613,0.3226,REAL
34,573,368,462,385,612,0.3312,REAL
35,573,370,463,385,611,0.3239,REAL
36,573,372,462,385,611,0.3196,REAL
37,573,376,460,384,610,0.3265,REAL
38,573,379,458,384,610,0.3439,REAL
39,573,391,458,381,607,0.3442,REAL
40,573,397,458,379,604,0.3258,REAL
41,573,398,460,379,601,0.3157,REAL
42,573,387,461,380,602,0.3244,REAL
43,573,381,462,382,602,0.3161,REAL
44,573,376,461,384,604,0.3128,REAL
45,573,372,462,384,604,0.3281,REAL
46,573,368,462,384,604,0.3344,REAL
47,573,363,462,386,604,0.3291,REAL
48,573,358,461,387,604,0.3259,REAL
49,573,350,459,388,604,0.2903,REAL
50,573,345,458,389,604,0.2898,REAL
51,573,340,457,388,604,0.2993,REAL
52,573,338,456,388,603,0.3104,REAL
53,573,336,456,388,602,0.3034,REAL
54,573,336,455,389,602,0.2964,REAL
55,573,338,455,388,601,0.3176,REAL
56,573,340,455,388,599,0.3125,REAL
57,573,341,454,387,600,0.3192,REAL
58,573,342,454,387,600,0.3117,REAL
59,573,343,454,388,600,0.3163,REAL
60,573,345,454,388,600,0.3232,REAL
61,573,347,453,389,602,0.303,REAL
62,573,350,452,391,604,0.2954,REAL
63,573,353,452,393,606,0.3025,REAL
64,573,357,453,395,606,0.2962,REAL
65,573,360,453,394,606,0.3223,REAL
66,573,364,451,394,606,0.316,REAL
67,573,365,452,394,606,0.3104,REAL
68,573,364,452,394,605,0.3099,REAL
69,573,364,454,395,604,0.3125,REAL
70,573,363,453,394,604,0.3149,REAL
