frame_number,track_id,x,y,w,h,spoof_score,spoof_label
0,28,321,714,442,663,0.4755,REAL
1,28,321,710,442,669,0.5124,REAL
2,28,322,708,441,671,0.4831,REAL
3,28,323,677,442,683,0.5487,REAL
4,28,322,666,442,688,0.5781,REAL
5,28,321,663,441,691,0.5791,REAL
6,28,321,662,440,693,0.6132,REAL
7,28,321,662,440,694,0.5652,REAL
8,28,323,662,440,697,0.5438,REAL
9,28,328,662,440,699,0.5253,REAL
10,28,332,665,441,696,0.5237,REAL
11,28,335,666,441,691,0.5612,REAL
12,28,339,669,441,687,0.564,REAL
13,28,342,671,441,684,0.5589,REAL
14,28,344,673,440,682,0.5853,REAL
15,28,346,674,439,680,0.5613,REAL
16,28,347,674,439,681,0.5512,REAL
17,28,346,674,439,681,0.5628,REAL
18,28,344,673,440,681,0.5703,REAL
19,28,340,672,442,683,0.5492,REAL
20,28,338,669,442,685,0.5165,REAL
21,28,336,667,441,689,0.559,REAL
22,28,334,664,440,692,0.5699,REAL
23,28,333,661,439,694,0.5254,REAL
24,28,332,658,439,693,0.5284,REAL
25,28,331,658,438,693,0.5549,REAL
26,28,330,658,437,697,0.5436,REAL
27,28,329,655,437,699,0.5517,REAL
28,28,329,655,437,701,0.5691,REAL
29,28,328,656,437,702,0.5447,REAL
30,28,329,656,437,703,0.5281,REAL
31,28,330,657,438,702,0.5515,REAL
32,28,331,656,439,701,0.5647,REAL
33,28,330,656,440,703,0.5718,REAL
34,28,329,655,440,705,0.5834,REAL
35,28,328,654,438,710,0.5866,REAL
36,28,327,653,434,713,0.6012,REAL
37,30,825,811,132,204,0.2035,FAKE
37,28,327,651,428,717,0.6114,REAL
38,30,811,815,133,204,0.2612,REAL
38,28,325,648,422,722,0.6433,REAL
39,30,797,817,135,204,0.2392,FAKE
39,28,324,647,417,727,0.6643,REAL
40,30,789,816,135,204,0.2459,FAKE
40,28,323,645,414,729,0.6769,REAL
41,30,783,817,136,204,0.2397,FAKE
41,28,323,643,412,733,0.6675,REAL
42,30,780,816,137,205,0.2211,FAKE
42,28,324,641,410,738,0.6538,REAL
43,30,781,817,138,204,0.2172,FAKE
43,28,324,640,410,741,0.6759,REAL
44,30,786,820,138,206,0.2461,FAKE
44,28,325,639,410,744,0.6633,REAL
45,30,789,822,138,210,0.2479,FAKE
45,28,324,637,410,746,0.6421,REAL
46,30,787,825,139,211,0.2206,FAKE
46,28,325,637,411,749,0.6594,REAL
47,30,784,828,139,212,0.2149,FAKE
47,28,325,636,411,751,0.6624,REAL
48,30,782,833,138,214,0.2313,FAKE
48,28,325,636,410,752,0.691,REAL
49,30,780,840,139,215,0.2096,FAKE
49,28,326,637,409,752,0.6735,REAL
50,30,783,854,138,214,0.222,FAKE
50,28,327,636,410,753,0.6397,REAL
51,30,790,863,137,213,0.2149,FAKE
51,28,329,635,410,755,0.628,REAL
52,30,803,874,136,213,0.2201,FAKE
52,28,331,634,412,756,0.6085,REAL
53,30,819,891,136,210,0.2251,FAKE
53,28,334,633,415,754,0.589,REAL
54,30,839,901,135,211,0.2181,FAKE
54,28,336,634,421,751,0.5601,REAL
55,30,855,910,135,212,0.2432,FAKE
55,28,337,635,426,748,0.541,REAL
56,30,866,918,135,212,0.2162,FAKE
56,28,338,637,431,745,0.512,REAL
57,30,873,923,136,211,0.2144,FAKE
57,28,339,639,435,743,0.5015,REAL
58,30,877,934,135,210,0.2233,FAKE
58,28,339,641,439,741,0.4852,REAL
59,30,878,939,136,209,0.22,FAKE
59,28,340,640,441,741,0.4837,REAL
60,30,877,942,137,209,0.208,FAKE
60,28,340,640,442,741,0.507,REAL
61,30,878,943,138,210,0.2011,FAKE
61,28,340,640,444,741,0.4934,REAL
62,30,879,942,138,212,0.225,FAKE
62,28,340,642,446,741,0.4855,REAL
63,30,879,943,138,214,0.2094,FAKE
63,28,340,642,446,741,0.4934,REAL
64,30,880,944,139,216,0.2334,FAKE
64,28,341,641,446,742,0.4905,REAL
65,30,888,946,137,218,0.2049,FAKE
65,28,342,642,447,742,0.4752,REAL
66,30,893,948,137,219,0.2223,FAKE
66,28,343,641,446,743,0.4878,REAL
67,30,900,950,137,219,0.2367,FAKE
67,28,345,642,447,742,0.4851,REAL
68,30,907,949,137,219,0.2193,FAKE
68,28,345,642,448,741,0.491,REAL
69,30,912,949,139,218,0.2091,FAKE
69,28,360,643,447,740,0.4525,REAL
70,30,918,948,140,218,0.2159,FAKE
70,28,365,664,447,743,0.4363,REAL
71,30,928,948,139,220,0.2066,FAKE
71,28,365,671,448,744,0.4408,REAL
72,30,933,953,138,221,0.1993,FAKE
72,28,367,673,450,747,0.4142,REAL
73,30,935,960,138,223,0.2076,FAKE
73,28,366,675,452,746,0.4157,REAL
74,30,938,968,138,225,0.2048,FAKE
74,28,366,676,454,746,0.4129,REAL
75,30,940,974,137,226,0.2384,FAKE
75,28,365,676,455,746,0.4113,REAL
76,30,944,975,136,228,0.2605,REAL
76,28,365,676,455,747,0.4305,REAL
77,30,944,978,135,229,0.2509,REAL
77,28,363,676,456,747,0.4207,REAL
78,30,943,981,136,230,0.215,FAKE
78,28,347,679,460,741,0.4281,REAL
79,30,940,983,138,230,0.2188,FAKE
79,28,340,680,462,737,0.4176,REAL
80,30,937,983,139,230,0.2073,FAKE
80,28,336,681,464,734,0.4185,REAL
81,30,935,984,140,230,0.2128,FAKE
81,28,332,681,466,734,0.4083,REAL
82,30,933,984,142,230,0.2093,FAKE
82,28,330,680,467,734,0.3932,REAL
83,30,930,983,142,231,0.2088,FAKE
83,28,329,659,465,733,0.4198,REAL
84,30,920,986,146,229,0.1987,FAKE
84,28,326,673,467,731,0.398,REAL
85,30,913,987,147,228,0.2032,FAKE
85,28,324,679,468,730,0.3681,REAL
86,30,906,987,146,227,0.1989,FAKE
86,28,324,658,466,731,0.3965,REAL
87,30,903,984,145,227,0.1987,FAKE
87,28,323,673,466,730,0.3784,REAL
88,30,900,984,144,226,0.1918,FAKE
88,28,322,679,467,729,0.3733,REAL
89,30,896,985,144,225,0.1981,FAKE
89,28,322,681,466,730,0.3516,REAL
90,30,892,987,144,224,0.1941,FAKE
90,28,321,680,465,731,0.3482,REAL
91,30,889,998,141,222,0.1958,FAKE
91,28,321,680,465,732,0.3465,REAL
92,30,882,1004,140,220,0.181,FAKE
92,28,321,679,464,735,0.3546,REAL
93,30,879,1007,140,218,0.1862,FAKE
93,28,322,679,464,736,0.3287,REAL
94,30,885,1008,138,218,0.1989,FAKE
94,28,322,678,465,736,0.3369,REAL
95,30,890,1008,138,217,0.1901,FAKE
95,28,323,677,465,739,0.3319,REAL
96,30,899,1009,137,217,0.1778,FAKE
96,28,325,677,466,739,0.2963,REAL
97,30,911,1009,138,217,0.1879,FAKE
97,28,327,676,466,740,0.3267,REAL
98,30,926,1011,137,217,0.1985,FAKE
98,28,329,677,467,740,0.3063,REAL
99,30,942,1014,134,216,0.1961,FAKE
99,28,329,677,468,740,0.3151,REAL
100,30,964,1025,123,215,0.2228,FAKE
100,28,331,679,470,738,0.3175,REAL
101,30,996,1043,102,210,0.1995,FAKE
101,28,331,680,471,738,0.3213,REAL
102,28,330,681,472,740,0.3317,REAL
103,28,330,681,474,741,0.3206,REAL
104,28,329,681,475,743,0.3168,REAL
105,28,328,679,476,746,0.3272,REAL
106,28,326,678,476,749,0.3138,REAL
107,28,323,677,476,752,0.3171,REAL
108,28,320,676,477,754,0.3065,REAL
109,28,318,674,476,757,0.3124,REAL
110,28,316,674,475,758,0.3142,REAL
111,28,315,674,475,760,0.3069,REAL
112,28,313,673,475,762,0.3232,REAL
113,28,310,672,474,765,0.3202,REAL
114,28,308,675,473,766,0.302,REAL
115,28,306,676,472,766,0.3071,REAL
116,28,303,677,471,768,0.3183,REAL
117,28,300,679,471,768,0.3188,REAL
118,28,299,681,471,767,0.3216,REAL
119,28,299,684,471,769,0.3256,REAL
120,28,298,684,471,771,0.3348,REAL
121,28,296,686,471,773,0.344,REAL
122,28,295,686,470,776,0.3266,REAL
123,28,293,683,470,780,0.3179,REAL
124,28,290,679,469,785,0.3279,REAL
125,28,289,674,467,788,0.3248,REAL
126,28,287,670,465,792,0.3069,REAL
127,28,284,673,465,791,0.2532,REAL
128,28,280,679,463,792,0.2471,FAKE
129,28,259,687,468,784,0.2759,REAL
130,28,248,695,470,778,0.2827,REAL
131,28,239,698,472,777,0.3048,REAL
132,28,235,700,473,779,0.2963,REAL
133,28,230,705,474,780,0.2909,REAL
134,28,224,708,473,781,0.2682,REAL
135,28,215,711,474,781,0.2666,REAL
136,28,206,712,476,782,0.2688,REAL
137,28,199,715,476,784,0.2502,REAL
138,28,192,713,476,787,0.2581,REAL
139,28,187,714,476,792,0.272,REAL
140,28,166,717,482,785,0.2734,REAL
141,28,155,716,484,783,0.2756,REAL
142,28,146,716,485,783,0.2704,REAL
143,28,136,718,484,781,0.263,REAL
144,28,130,716,484,780,0.2713,REAL
145,28,124,715,484,781,0.2645,REAL
146,28,119,713,484,783,0.2455,FAKE
147,28,114,712,485,786,0.2641,REAL
148,28,109,712,486,787,0.2592,REAL
